Ch1(mV[1]),Ch2(mV[0.051]),Ch3(mV[0.06]),Ch4(mV[1]),Ch5(mV[1]),Ch6(mV[1]),Ch7(mV[1]),Ch8(mV[1]),Ch9(mV[1]),Ch10(mV[1]),Ch11(mV[1]),Ch12(mV[1]),Ch13(mV[1]),Ch14(mV[1]),Ch15(mV[1]),Ch16(mV[1]),Ch17(uE[0.4762]),Ch18(uE[0.4762]),Ch19(uE[0.4762]),Ch20(uE[0.4762]),08:55:39 ,28/03/2019 
9994.5,1.920,34.385,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1561.912,1595.437,43.334,0.000, 4.95860460069455E-02 ,
9994.1,1.920,34.996,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1588.741,1616.237,-42.858,42.858, 4.99365234375002E-02 ,
9994.5,2.002,35.531,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1610.199,1638.361,-42.858,42.858, 5.02891710069449E-02 ,
9994.5,2.002,35.909,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1633.676,1660.500,-42.858,0.000, 5.06391059027784E-02 ,
9994.5,2.002,36.415,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1657.143,1683.967,0.000,42.858, 0.050989040798612 ,
9994.1,2.002,36.938,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1679.276,1704.763,-42.858,0.000, 5.13416883680566E-02 ,
9994.5,2.069,36.524,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1616.237,1643.728,0.000,-43.334, 5.16916232638902E-02 ,
9994.5,2.069,36.739,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1671.229,1698.720,43.334,42.858, 5.20421006944449E-02 ,
9994.5,2.069,37.505,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1708.787,1737.620,0.000,0.000, 5.23947482638896E-02 ,
9994.5,2.135,38.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1728.230,1752.373,0.000,0.000, 5.27446831597231E-02 ,
9994.5,2.151,38.608,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1755.059,1778.526,0.000,42.858, 5.30946180555567E-02 ,
9994.5,2.151,39.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1777.188,1800.660,0.000,86.192, 5.34309895833331E-02 ,
9994.5,2.135,39.542,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1799.993,1821.451,-42.858,0.000, 5.37809244791667E-02 ,
9994.5,2.217,40.129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1822.789,1842.908,0.000,0.000, 5.41335720486114E-02 ,
9994.5,2.217,40.630,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1845.594,1865.037,-42.858,0.000, 5.44835069444449E-02 ,
9994.5,2.217,41.095,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1866.385,1883.814,0.000,0.000, 5.48334418402785E-02 ,
9994.5,2.234,41.496,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1890.528,1909.300,-42.858,0.000, 5.51698133680567E-02 ,
9994.5,2.300,42.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1821.451,1838.884,0.000,0.000, 5.55224609374996E-02 ,
9994.5,2.300,40.990,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1874.428,1889.852,-42.858,0.000, 5.58723958333331E-02 ,
9994.5,2.300,42.073,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1913.324,1930.086,-42.858,42.858, 5.62223307291667E-02 ,
9994.5,2.383,42.932,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1947.529,1964.292,0.000,0.000, 5.65749782986114E-02 ,
9994.5,2.383,43.367,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1977.035,1988.435,0.000,0.000, 5.69254557291679E-02 ,
9994.5,2.366,43.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2005.878,2015.269,-42.858,0.000, 5.72753906249996E-02 ,
9994.5,2.366,44.665,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2031.360,2040.750,0.000,0.000, 5.76280381944443E-02 ,
9994.5,2.449,45.285,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1983.078,1991.121,-42.858,0.000, 5.79611545138885E-02 ,
9994.5,2.449,44.358,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2033.369,2040.084,-42.858,0.000, 5.83143446180561E-02 ,
9994.5,2.449,45.385,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2070.260,2077.632,-42.858,42.858, 5.86805555555561E-02 ,
9994.5,2.515,44.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2053.555,2060.870,0.000,42.858, 5.90304904513896E-02 ,
9994.1,2.515,45.884,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2085.013,2091.718,0.000,0.000, 5.93809678819444E-02 ,
9994.5,2.532,46.531,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2117.199,2120.557,0.000,0.000, 5.97167968749996E-02 ,
9994.5,2.532,46.891,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2151.405,2152.076,0.000,42.858, 6.00667317708332E-02 ,
9994.5,2.598,47.617,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2173.534,2174.201,0.000,42.858, 6.04193793402779E-02 ,
9994.5,2.598,48.235,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2198.344,2195.668,-42.858,42.858, 6.07698567708344E-02 ,
9994.5,2.598,48.812,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2223.159,2221.149,-42.858,0.000, 6.11197916666679E-02 ,
9994.5,2.681,49.345,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2245.964,2241.940,86.192,42.858, 6.14724392361108E-02 ,
9994.5,2.681,49.697,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2270.779,2268.093,0.000,42.858, 6.18082682291679E-02 ,
9994.5,2.681,49.157,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2208.406,2202.373,0.000,42.858, 6.21587456597226E-02 ,
9994.5,2.681,49.349,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2257.364,2252.669,-42.858,0.000, 6.25086805555561E-02 ,
9994.5,2.747,50.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2305.651,2298.941,0.000,42.858, 6.28586154513897E-02 ,
9994.1,2.747,50.980,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2323.761,2317.046,43.334,42.858, 6.32112630208344E-02 ,
9994.5,2.747,51.338,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2354.609,2345.223,43.334,42.858, 6.35611979166679E-02 ,
9994.5,2.780,51.946,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2386.129,2374.052,0.000,0.000, 6.39111328124997E-02 ,
9994.5,2.829,52.547,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2411.610,2399.543,0.000,0.000, 6.42643229166673E-02 ,
9994.5,2.829,53.155,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2439.773,2424.348,0.000,0.000, 6.46001519097226E-02 ,
9994.5,2.829,53.450,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2388.805,2375.400,0.000,42.858, 6.49500868055561E-02 ,
9994.5,2.896,52.725,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2439.773,2423.010,86.192,42.858, 6.53000217013897E-02 ,
9994.1,2.896,53.813,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2480.688,2463.249,43.334,0.000, 6.56532118055555E-02 ,
9994.5,2.896,54.299,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2505.493,2487.393,43.334,0.000, 6.60031467013891E-02 ,
9994.1,2.896,54.698,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2537.022,2515.555,43.334,42.858, 6.63389756944444E-02 ,
9994.5,2.962,55.307,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2569.875,2545.732,0.000,0.000, 6.66889105902779E-02 ,
9994.1,2.962,55.857,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2600.723,2573.232,0.000,0.000, 6.70388454861115E-02 ,
9994.5,2.962,56.448,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2632.253,2602.743,-42.858,0.000, 6.73920355902791E-02 ,
9994.5,3.045,56.903,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2666.453,2634.262,-42.858,-43.334, 6.77419704861109E-02 ,
9994.5,3.045,57.329,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2622.191,2585.971,43.334,42.858, 6.80919053819444E-02 ,
9994.5,3.045,56.551,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2671.149,2633.591,0.000,42.858, 6.84445529513891E-02 ,
9994.1,3.045,57.536,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2718.092,2678.525,43.334,171.908, 6.87809244791673E-02 ,
9994.5,3.128,58.363,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2754.312,2707.364,0.000,0.000, 6.91308593750009E-02 ,
9994.5,3.128,58.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2789.180,2735.531,-42.858,0.000, 6.94807942708344E-02 ,
9994.1,3.111,58.913,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2827.404,2771.074,-42.858,0.000, 6.98334418402791E-02 ,
9994.1,3.160,59.476,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2874.348,2804.604,0.000,42.858, 7.01671006944444E-02 ,
9994.5,3.194,59.918,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2919.949,2840.143,43.334,86.192, 7.05333116319444E-02 ,
9994.5,3.194,60.320,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2967.569,2877.034,0.000,42.858, 7.08696831597226E-02 ,
9994.5,3.194,60.758,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3017.865,2915.258,0.000,0.000, 7.12364366319456E-02 ,
9994.5,3.260,61.211,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2987.022,2870.324,0.000,42.858, 7.15722656250009E-02 ,
9994.5,3.260,60.415,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3040.004,2921.292,-42.858,0.000, 7.19222005208344E-02 ,
9994.5,3.276,61.442,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3098.343,2968.907,0.000,0.000, 7.22726779513891E-02 ,
9994.5,3.260,61.834,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3161.387,3017.865,0.000,42.858, 7.26253255208338E-02 ,
9994.5,3.343,62.004,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3202.964,3042.680,-42.858,0.000, 7.29752604166674E-02 ,
9994.5,3.343,62.527,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3259.294,3082.919,-42.858,0.000, 7.33251953125009E-02 ,
9994.5,3.343,62.873,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3317.643,3124.496,0.000,0.000, 7.36615668402774E-02 ,
9994.5,3.409,63.140,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3392.754,3179.487,-42.858,0.000, 0.074014214409722 ,
9994.5,3.426,63.581,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3465.855,3229.226,0.000,86.192, 7.43641493055556E-02 ,
9994.5,3.426,63.965,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3541.637,3280.085,-42.858,0.000, 7.47140842013891E-02 ,
9994.5,3.426,64.306,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3614.063,3333.738,-42.858,0.000, 7.50667317708338E-02 ,
9994.5,3.491,64.630,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3693.198,3390.744,-42.858,42.858, 7.54166666666674E-02 ,
9994.5,3.491,64.822,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3770.318,3445.059,-42.858,0.000, 7.57666015625009E-02 ,
9994.5,3.491,65.073,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3852.144,3505.418,0.000,42.858, 7.61197916666667E-02 ,
9994.5,3.558,65.423,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3931.269,3569.129,0.000,-43.334, 7.64697265625003E-02 ,
9994.5,3.574,65.548,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4001.028,3616.072,0.000,-43.334, 7.68196614583339E-02 ,
9994.1,3.574,65.717,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4069.424,3671.064,-42.858,0.000, 7.71723090277785E-02 ,
9994.5,3.574,66.049,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4165.326,3744.837,0.000,42.858, 7.75222439236121E-02 ,
9994.5,3.640,66.343,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4251.837,3811.229,-42.858,86.192, 7.78721788194456E-02 ,
9994.1,3.640,66.579,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4341.711,3881.644,-42.858,0.000, 7.82085503472221E-02 ,
9994.1,3.640,66.876,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4447.670,3967.484,43.334,42.858, 7.85584852430556E-02 ,
9994.1,3.657,67.003,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4549.605,4047.967,0.000,42.858, 7.89111328125003E-02 ,
9994.5,3.723,67.163,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4642.145,4121.740,43.334,0.000, 7.92610677083339E-02 ,
9994.5,3.723,67.375,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4738.057,4198.860,0.000,42.858, 7.96115451388886E-02 ,
9994.5,3.723,67.543,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4839.321,4284.033,0.000,42.858, 7.99641927083332E-02 ,
9994.5,3.789,67.708,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4941.923,4371.211,0.000,0.000, 8.03141276041668E-02 ,
9994.5,3.789,67.891,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5050.568,4461.075,0.000,42.858, 8.06499565972221E-02 ,
9994.5,3.789,68.063,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5142.450,4549.605,0.000,0.000, 8.10004340277786E-02 ,
9994.5,3.822,68.243,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5180.004,4561.001,0.000,0.000, 8.13503689236121E-02 ,
9994.5,3.872,67.652,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5232.986,4611.302,-42.858,42.858, 8.17030164930568E-02 ,
9994.5,3.872,68.117,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5302.725,4674.341,43.334,0.000, 8.20529513888886E-02 ,
9994.5,3.856,68.416,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5387.232,4749.452,0.000,42.858, 8.24028862847221E-02 ,
9994.5,3.938,68.602,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5482.462,4834.625,-42.858,0.000, 8.27392578125004E-02 ,
9994.5,3.938,68.762,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5587.074,4925.160,0.000,42.858, 0.083091905381945 ,
9994.5,3.938,68.855,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5705.114,5039.163,43.334,42.858, 8.34418402777786E-02 ,
9994.5,3.938,68.957,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5817.107,5132.384,-42.858,42.858, 8.37917751736121E-02 ,
9994.5,4.021,69.064,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5939.838,5242.367,-42.858,0.000, 8.41444227430568E-02 ,
9994.1,4.021,69.203,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6058.540,5351.683,0.000,0.000, 8.44949001736115E-02 ,
9994.5,4.021,69.337,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6185.957,5465.024,0.000,42.858, 8.48448350694451E-02 ,
9994.5,4.071,69.434,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6292.588,5566.288,-128.574,-85.716, 8.51974826388897E-02 ,
9994.5,4.087,69.514,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6425.548,5690.357,43.334,0.000, 8.55474175347233E-02 ,
9994.1,4.087,69.660,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6554.812,5809.064,0.000,42.858, 8.58973524305569E-02 ,
9994.5,4.087,69.823,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6679.543,5927.761,0.000,86.192, 8.62499999999997E-02 ,
9994.5,4.170,69.901,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6798.926,6041.768,-86.192,-43.334, 8.65836588541669E-02 ,
9994.5,4.170,69.928,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6877.385,6110.851,0.000,0.000, 8.69363064236115E-02 ,
9994.5,4.170,69.779,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6961.887,6193.333,0.000,42.858, 8.72862413194451E-02 ,
9994.5,4.236,70.076,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7065.160,6290.578,43.334,0.000, 8.76361762152786E-02 ,
9994.5,4.236,70.098,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7202.644,6425.371,0.000,42.858, 8.79725477430569E-02 ,
9994.5,4.236,70.208,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7320.008,6538.712,0.000,42.858, 8.83251953124997E-02 ,
9994.5,4.253,70.264,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7464.202,6678.876,43.334,42.858, 8.86751302083333E-02 ,
9994.1,4.319,70.293,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7596.309,6806.969,-42.858,42.858, 8.90250651041669E-02 ,
9994.5,4.319,70.441,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7739.821,6947.134,-42.858,0.000, 8.93614366319451E-02 ,
9994.5,4.319,70.492,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7872.610,7077.237,-42.858,-43.334, 8.97113715277786E-02 ,
9994.5,4.336,67.720,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7769.336,6971.944,0.000,0.000, 9.00640190972233E-02 ,
9994.5,4.385,68.942,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7839.757,7043.031,-42.858,0.000, 9.04139539930569E-02 ,
9994.5,4.385,69.998,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7909.496,7113.447,0.000,42.858, 9.07503255208333E-02 ,
9994.5,4.385,70.459,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8003.384,7204.654,-86.192,0.000, 9.11002604166669E-02 ,
9994.5,4.468,70.694,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8132.148,7334.756,-42.858,0.000, 9.14529079861115E-02 ,
9994.5,4.468,70.799,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8264.932,7473.121,0.000,0.000, 9.18028428819451E-02 ,
9994.5,4.468,70.828,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8423.873,7634.076,-42.858,0.000, 9.21527777777786E-02 ,
9994.5,4.501,70.882,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8576.114,7786.765,-42.858,42.858, 9.25059678819444E-02 ,
9994.5,4.534,70.948,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8739.746,7953.088,129.050,86.192, 0.092855902777778 ,
9994.1,4.534,70.987,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8892.654,8106.657,86.192,86.192, 9.32058376736116E-02 ,
9994.5,4.534,71.047,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9056.286,8281.032,86.192,42.858, 9.35416666666669E-02 ,
9994.1,4.617,71.142,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9234.675,8451.364,0.000,42.858, 9.38916015625004E-02 ,
9994.5,4.617,71.157,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9403.679,8623.058,0.000,42.858, 0.094244791666668 ,
9994.5,4.617,71.162,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9565.301,8787.357,43.334,42.858, 9.45947265624998E-02 ,
9994.5,4.617,71.261,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9739.000,8965.751,0.000,86.192, 9.49446614583334E-02 ,
9994.5,4.683,71.378,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9909.341,9138.778,43.334,0.000, 9.52804904513886E-02 ,
9994.5,4.700,71.320,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10077.668,9312.477,43.334,42.858, 9.56309678819451E-02 ,
9994.5,4.683,71.398,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10256.724,9496.223,0.000,-43.334, 9.59836154513898E-02 ,
9994.5,4.733,70.780,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10352.636,9592.130,0.000,0.000, 9.63335503472234E-02 ,
9994.5,4.766,71.320,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10461.271,9702.785,-86.192,-43.334, 9.66693793402786E-02 ,
9994.1,4.766,71.488,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10628.936,9875.807,-86.192,-43.334, 9.70361328124998E-02 ,
9994.5,4.766,71.580,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10780.497,10036.758,0.000,42.858, 0.097372504340278 ,
9994.5,4.849,71.600,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10969.619,10231.914,0.000,0.000, 9.77224392361116E-02 ,
