Element,Node,Fx[N],My[N.m],Mz[N.m]
794,868,137.675,-1.88E+04,-0.0418293
794,869,137.675,-2.29E+04,1.62E-03
795,869,97.4489,-4.08E+04,1.62E-03
795,870,97.4489,-4.37E+04,1.46E-03
796,870,66.4576,-5.47E+04,1.48E-03
796,859,66.4576,-5.61E+04,-0.0159498
797,675,40.9071,1.91E+04,0.661259
797,875,40.9071,1.15E+04,-0.387973
798,875,-10.0687,-9.36E+03,-0.387706
798,876,-10.0687,-1.38E+04,0.134347
799,876,-7.7013,-1.43E+04,0.134352
799,877,-7.7013,-1.03E+04,-0.414465
800,877,50.4057,9.51E+03,-0.414759
800,867,50.4057,1.66E+04,0.71407
817,707,32.8569,3.05E+04,0.450881
817,892,32.8569,2.10E+04,-0.297528
818,892,23.2119,-1.99E+04,-0.2972
818,893,23.2119,-2.35E+04,0.123654
819,893,22.062,-2.40E+04,0.123649
819,894,22.062,-2.06E+04,-0.310386
820,894,20.3255,1.89E+04,-0.310786
820,891,20.3255,2.81E+04,0.512144
821,859,39.9638,-5.30E+04,0.017878
821,899,39.9638,-5.04E+04,-6.16E-03
822,899,13.1143,-3.30E+04,-6.14E-03
822,900,13.1143,-2.88E+04,3.63E-03
823,900,-20.0068,-4.07E+03,3.64E-03
823,901,-20.0068,1.40E+03,-0.0372994
824,901,-66.2001,3.70E+04,-0.0373056
824,891,-66.2001,4.51E+04,0.0796091
841,739,4.78925,1.88E+04,-0.0226431
841,916,4.78925,1.47E+04,2.65E-03
842,916,25.8657,-9.82E+03,2.62E-03
842,917,25.8657,-1.29E+04,1.75E-03
843,917,27.0495,-1.41E+04,1.74E-03
843,918,27.0495,-1.14E+04,-7.13E-03
844,918,8.98615,1.12E+04,-7.17E-03
844,915,8.98615,1.52E+04,0.0317973
845,891,229.084,4.86E+04,0.11239
845,923,229.084,4.11E+04,-0.0439716
846,923,187.38,8.70E+03,-0.0439264
846,924,187.38,3.84E+03,3.99E-03
847,924,163.746,-1.77E+04,3.99E-03
847,925,163.746,-2.13E+04,5.14E-03
848,925,152.519,-3.57E+04,5.17E-03
848,915,152.519,-3.78E+04,-0.029073
865,771,34.0698,3.13E+04,-0.56408
865,940,34.0698,2.16E+04,0.349496
866,940,21.4542,-1.99E+04,0.349063
866,941,21.4542,-2.36E+04,-0.134023
867,941,16.9728,-2.45E+04,-0.133994
867,942,16.9728,-2.11E+04,0.297393
868,942,3.17763,1.79E+04,0.297726
868,939,3.17763,2.70E+04,-0.460719
869,915,152.846,-3.79E+04,0.035783
869,947,152.846,-3.58E+04,-1.31E-03
870,947,164.681,-2.15E+04,-1.28E-03
870,948,164.681,-1.79E+04,-5.91E-03
871,948,188.68,3.44E+03,-5.90E-03
871,949,188.68,8.25E+03,0.100606
872,949,231.18,4.03E+04,0.100692
872,939,231.18,4.78E+04,-0.249855
889,803,11.9578,1.70E+04,-0.125804
889,964,11.9578,1.31E+04,0.0398656
890,964,16.174,-9.47E+03,0.0396897
890,965,16.174,-1.23E+04,0.0503605
891,965,17.2358,-1.36E+04,0.0503617
891,966,17.2358,-1.11E+04,0.0429101
892,966,12.1452,9.85E+03,0.0431044
892,963,12.1452,1.36E+04,-0.142435
893,939,-58.8527,4.44E+04,-0.205687
893,971,-58.8527,3.64E+04,0.0920022
894,971,-11.6721,1.45E+03,0.0919584
894,972,-11.6721,-3.92E+03,-9.26E-03
895,972,22.485,-2.81E+04,-9.25E-03
895,973,22.485,-3.23E+04,7.75E-03
896,973,50.5191,-4.93E+04,7.76E-03
896,963,50.5191,-5.18E+04,-5.94E-03
913,835,46.035,1.98E+04,-0.640401
913,988,46.035,1.21E+04,0.365017
914,988,-7.99044,-9.37E+03,0.364756
914,989,-7.99044,-1.40E+04,-0.138524
915,989,-13.7409,-1.51E+04,-0.138558
915,990,-13.7409,-1.13E+04,0.43978
916,990,31.7058,7.75E+03,0.440052
916,987,31.7058,1.46E+04,-0.682834
917,963,78.5192,-5.48E+04,6.64E-03
917,995,78.5192,-5.35E+04,0.012834
918,995,111.767,-4.27E+04,0.0128531
918,996,111.767,-3.99E+04,2.53E-03
919,996,155.705,-2.23E+04,2.54E-03
919,997,155.705,-1.84E+04,0.139899
920,997,214.889,1.01E+04,0.139992
920,987,214.889,1.67E+04,-0.131193
937,859,15.1994,1.50E+04,0.119633
937,1012,15.1994,1.12E+04,-0.0382885
938,1012,19.1994,-1.01E+04,-0.0381225
938,1013,19.1994,-1.27E+04,-0.04724
939,1013,18.2665,-1.19E+04,-0.0472421
939,1014,18.2665,-9.14E+03,-0.0414558
940,1014,14.9172,1.31E+04,-0.0416432
940,1011,14.9172,1.69E+04,0.136633
941,1019,146.858,1.80E+04,0.15972
941,1020,146.858,1.08E+04,-0.142876
942,1020,103.52,-1.99E+04,-0.142791
942,1021,103.52,-2.43E+04,-6.28E-03
943,1021,70.3788,-4.35E+04,-6.29E-03
943,1022,70.3788,-4.65E+04,-0.0172543
944,1022,43.4849,-5.83E+04,-0.0172475
944,1011,43.4849,-5.99E+04,-0.0230978
945,867,38.1962,1.65E+04,0.648531
945,1027,38.1962,9.49E+03,-0.400419
946,1027,-6.36383,-1.02E+04,-0.40016
946,1028,-6.36383,-1.41E+04,0.124005
947,1028,0.670247,-1.36E+04,0.123974
947,1029,0.670247,-9.13E+03,-0.337357
948,1029,57.4917,1.18E+04,-0.337618
948,1019,57.4917,1.94E+04,0.623276
965,891,11.9891,2.81E+04,0.46279
965,1044,11.9891,1.90E+04,-0.302154
966,1044,20.6595,-2.02E+04,-0.301822
966,1045,20.6595,-2.36E+04,0.135649
967,1045,23.9247,-2.29E+04,0.135671
967,1046,23.9247,-1.93E+04,-0.35282
968,1046,42.4775,2.15E+04,-0.353272
968,1043,42.4775,3.10E+04,0.579907
969,1011,18.6837,-5.65E+04,-6.83E-03
969,1051,18.6837,-5.36E+04,-0.0309113
970,1051,-8.47535,-3.47E+04,-0.0309136
970,1052,-8.47535,-3.02E+04,0.0171121
971,1052,-43.7372,-3.39E+03,0.0171461
971,1053,-43.7372,2.58E+03,-0.312894
972,1053,-94.0696,4.06E+04,-0.313066
972,1043,-94.0696,4.91E+04,0.684376
989,915,10.0654,1.55E+04,-0.0330412
989,1068,10.0654,1.16E+04,7.46E-03
990,1068,29.7917,-1.06E+04,7.42E-03
990,1069,29.7917,-1.32E+04,4.14E-03
991,1069,26.0888,-1.14E+04,4.14E-03
991,1070,26.0888,-8.28E+03,-6.68E-03
992,1070,-3.79937,1.63E+04,-6.69E-03
992,1067,-3.79937,2.04E+04,0.0131748
993,1043,245.677,5.31E+04,0.736931
993,1075,245.677,4.51E+04,-0.326105
994,1075,200.948,1.02E+04,-0.325895
994,1076,200.948,4.86E+03,0.0100535
995,1076,177.324,-1.88E+04,0.010031
995,1077,177.324,-2.27E+04,-0.0311099
996,1077,169.211,-3.86E+04,-0.0310741
996,1067,169.211,-4.09E+04,-0.0807973
1013,939,23.695,2.72E+04,-0.521482
1013,1092,23.695,1.84E+04,0.322811
1014,1092,24.2233,-1.96E+04,0.32243
1014,1093,24.2233,-2.29E+04,-0.182479
1015,1093,33.5931,-2.09E+04,-0.182636
1015,1094,33.5931,-1.69E+04,0.517112
1016,1094,93.7563,2.64E+04,0.517681
1016,1091,93.7563,3.63E+04,-0.782663
1017,1067,176.647,-4.03E+04,0.011779
1017,1099,176.647,-3.78E+04,-0.0881775
1018,1099,201.122,-2.08E+04,-0.0881759
1018,1100,201.122,-1.66E+04,0.0415769
1019,1100,246.216,8.42E+03,0.0416614
1019,1101,246.216,1.41E+04,-0.873261
1020,1101,321.185,5.08E+04,-0.873743
1020,1091,321.185,5.92E+04,1.878
1037,963,10.6575,1.44E+04,-0.154999
1037,1116,10.6575,1.09E+04,0.0349976
1038,1116,11.6293,-8.40E+03,0.03479
1038,1117,11.6293,-1.06E+04,0.0383639
1039,1117,7.36401,-7.06E+03,0.0383431
1039,1118,7.36401,-3.86E+03,0.0125432
1040,1118,8.57596,2.01E+04,0.0125866
1040,1115,8.57596,2.39E+04,-0.0209333
1041,1091,-227.766,5.83E+04,2.02425
1041,1123,-227.766,4.80E+04,-0.911954
1042,1123,-151.083,1.88E+03,-0.911364
1042,1124,-151.083,-5.35E+03,0.02339
1043,1124,-102.859,-3.80E+04,0.0233397
1043,1125,-102.859,-4.35E+04,-0.09121
1044,1125,-72.7032,-6.64E+04,-0.0911323
1044,1115,-72.7032,-7.00E+04,-0.151572
1061,987,75.1872,1.50E+04,-0.827233
1061,1140,75.1872,8.67E+03,0.427514
1062,1140,11.7624,-8.96E+03,0.427154
1062,1141,11.7624,-1.22E+04,-0.0544728
1063,1141,27.5922,-9.73E+03,-0.0543132
1063,1142,27.5922,-4.42E+03,-0.0141824
1064,1142,78.6618,1.84E+04,-0.014076
1064,1139,78.6618,2.67E+04,-0.215838
1065,1115,-55.5293,-7.42E+04,-0.0401003
1065,1147,-55.5293,-7.24E+04,-0.109796
1066,1147,-48.179,-5.82E+04,-0.109792
1066,1148,-48.179,-5.46E+04,-0.0455568
1067,1148,-48.2113,-3.15E+04,-0.0455262
1067,1149,-48.2113,-2.62E+04,-0.702396
1068,1149,-55.7976,1.07E+04,-0.702807
1068,1139,-55.7976,1.93E+04,0.758304
1085,1011,12.9252,1.36E+04,0.120366
1085,1164,12.9252,8.68E+03,-0.0319939
1086,1164,10.5004,-2.05E+04,-0.0318253
1086,1165,10.5004,-2.43E+04,-0.0392161
1087,1165,4.70664,-3.38E+04,-0.0391941
1087,1166,4.70664,-3.29E+04,-0.0453712
1088,1166,-2.00669,-1.69E+04,-0.0455226
1088,1163,-2.00669,-1.28E+04,0.116776
1089,1171,124.964,1.24E+04,0.36952
1089,1172,124.964,7.57E+03,-0.114974
1090,1172,93.1398,-5.99E+03,-0.114901
1090,1173,93.1398,-9.56E+03,0.0416203
1091,1173,68.3456,-1.94E+04,0.0416217
1091,1174,68.3456,-2.20E+04,1.71E-03
1092,1174,47.9465,-2.83E+04,1.74E-03
1092,1163,47.9465,-2.98E+04,-0.0599383
1093,1019,15.5483,1.82E+04,0.450891
1093,1179,15.5483,8.62E+03,-0.297203
1094,1179,-14.8639,-1.77E+04,-0.297023
1094,1180,-14.8639,-2.35E+04,0.0903143
1095,1180,-13.8409,-2.88E+04,0.0902952
1095,1181,-13.8409,-2.71E+04,-0.258242
1096,1181,25.6521,-8.81E+03,-0.258416
1096,1171,25.6521,-1.27E+03,0.385053
1113,1043,-21.519,2.95E+04,0.510821
1113,1196,-21.519,1.81E+04,-0.319766
1114,1196,9.96687,-3.11E+04,-0.319385
1114,1197,9.96687,-3.54E+04,0.122837
1115,1197,18.5515,-4.50E+04,0.122778
1115,1198,18.5515,-4.41E+04,-0.219341
1116,1198,46.5862,-1.47E+04,-0.219524
1116,1195,46.5862,-6.06E+03,0.261253
1117,1163,30.2801,-2.89E+04,0.0568662
1117,1203,30.2801,-2.64E+04,-0.0772967
1118,1203,14.2402,-1.83E+04,-0.0772698
1118,1204,14.2402,-1.46E+04,-2.41E-03
1119,1204,-0.744159,-3.16E+03,-2.38E-03
1119,1205,-0.744159,1.57E+03,-0.559364
1120,1205,-15.5615,1.62E+04,-0.559495
1120,1195,-15.5615,2.19E+04,1.00818
1137,1067,-7.75009,1.55E+04,-0.0793881
1137,1220,-7.75009,9.84E+03,0.0376948
1138,1220,15.2403,-2.44E+04,0.0375834
1138,1221,15.2403,-2.89E+04,0.0209707
1139,1221,16.8029,-4.06E+04,0.0209493
1139,1222,16.8029,-3.96E+04,0.0393322
1140,1222,-3.72356,-2.05E+04,0.0393812
1140,1219,-3.72356,-1.57E+04,-0.0417535
1141,1195,205.678,2.41E+04,1.25552
1141,1227,205.678,1.90E+04,-0.439688
1142,1227,173.562,5.89E+03,-0.439514
1142,1228,173.562,1.84E+03,0.0560141
1143,1228,157.227,-8.28E+03,0.0560034
1143,1229,157.227,-1.14E+04,-0.0429481
1144,1229,152.81,-1.85E+04,-0.0429434
1144,1219,152.81,-2.04E+04,0.057577
1161,1091,-93.8486,3.32E+04,-0.945427
1161,1244,-93.8486,1.96E+04,0.580059
1162,1244,-32.5625,-3.90E+04,0.579297
1162,1245,-32.5625,-4.40E+04,-0.197761
1163,1245,-30.015,-5.51E+04,-0.197707
1163,1246,-30.015,-5.40E+04,0.446862
1164,1246,-67.087,-1.85E+04,0.447263
1164,1243,-67.087,-8.11E+03,-0.523448
1165,1219,159.08,-2.00E+04,0.0158249
1165,1251,159.08,-1.73E+04,0.0453891
1166,1251,175.308,-9.19E+03,0.0454003
1166,1252,175.308,-5.43E+03,0.0233454
1167,1252,200.592,5.80E+03,0.0233231
1167,1253,200.592,1.06E+04,0.66877
1168,1253,235.364,2.50E+04,0.668917
1168,1243,235.364,3.09E+04,-1.01974
1185,1115,-7.48765,1.44E+04,-0.132386
1185,1268,-7.48765,7.57E+03,0.0538933
1186,1268,-38.6818,-3.12E+04,0.0537054
1186,1269,-38.6818,-3.61E+04,0.0335757
1187,1269,-39.101,-4.74E+04,0.0335413
1187,1270,-39.101,-4.60E+04,0.0557587
1188,1270,-10.3183,-2.33E+04,0.0558465
1188,1267,-10.3183,-1.77E+04,-0.0716436
1189,1243,-198.708,2.98E+04,-1.55518
1189,1275,-198.708,2.18E+04,0.46478
1190,1275,-136.578,681.886,0.464563
1190,1276,-136.578,-5.87E+03,-0.0518182
1191,1276,-96.2615,-2.23E+04,-0.0518104
1191,1277,-96.2615,-2.74E+04,0.0554888
1192,1277,-70.7813,-3.90E+04,0.0554611
1192,1267,-70.7813,-4.24E+04,0.138409
1209,1139,-129.081,2.24E+04,0.525859
1209,1292,-129.081,8.81E+03,-0.172122
1210,1292,-79.9339,-2.79E+04,-0.17192
1210,1293,-79.9339,-3.56E+04,0.116573
1211,1293,-91.1532,-4.25E+04,0.116593
1211,1294,-91.1532,-3.98E+04,-0.313256
1212,1294,-192.869,-1.37E+04,-0.313691
1212,1291,-192.869,-2.71E+03,1.01755
1213,1267,-59.8038,-4.39E+04,0.066763
1213,1299,-59.8038,-4.18E+04,0.143882
1214,1299,-63.8298,-3.31E+04,0.143906
1214,1300,-63.8298,-2.94E+04,0.0573245
1215,1300,-84.8658,-1.58E+04,0.0573236
1215,1301,-84.8658,-1.07E+04,1.10432
1216,1301,-132.401,8.19E+03,1.10469
1216,1291,-132.401,1.50E+04,-1.00975
1233,1315,205.97,1.52E+04,-0.467494
1233,1317,205.97,1.00E+04,-0.0228194
1234,1317,161.783,-4.55E+03,-0.0228719
1234,1318,161.783,-8.42E+03,-0.0887219
1235,1318,126.869,-1.91E+04,-0.0887253
1235,1319,126.869,-2.20E+04,-0.0322046
1236,1319,98.9917,-2.91E+04,-0.0322409
1236,1316,98.9917,-3.08E+04,0.0491934
1237,1316,-2.98568,-1.30E+04,0.145899
1237,1325,-2.98568,-1.71E+04,-0.0567009
1238,1325,8.76981,-3.36E+04,-0.05651
1238,1326,8.76981,-3.46E+04,-0.0471366
1239,1326,11.1914,-2.56E+04,-0.0471515
1239,1327,11.1914,-2.19E+04,-0.0459984
1240,1327,5.37612,6.86E+03,-0.0461877
1240,1324,5.37612,1.17E+04,0.131809
1241,1332,190.393,2.12E+04,-0.0655964
1241,1333,190.393,1.38E+04,0.0693615
1242,1333,138.104,-1.83E+04,0.0693253
1242,1334,138.104,-2.28E+04,7.69E-03
1243,1334,100.285,-4.30E+04,7.70E-03
1243,1335,100.285,-4.62E+04,0.0171973
1244,1335,72.2765,-5.89E+04,0.017209
1244,1324,72.2765,-6.06E+04,-0.0102307
1245,1315,6.59413,-800.523,0.458187
1245,1340,6.59413,-8.55E+03,-0.393822
1246,1340,-35.6851,-2.77E+04,-0.393614
1246,1341,-35.6851,-2.96E+04,0.128646
1247,1341,-30.7665,-2.47E+04,0.128641
1247,1342,-30.7665,-1.89E+04,-0.399967
1248,1342,16.9605,7.09E+03,-0.400224
1248,1332,16.9605,1.65E+04,0.628115
1265,1356,34.4052,1.77E+04,0.871709
1265,1357,34.4052,1.21E+04,-0.461515
1266,1357,45.2248,-1.95E+03,-0.461406
1266,1358,45.2248,-6.48E+03,7.53E-03
1267,1358,59.2469,-1.73E+04,7.50E-03
1267,1359,59.2469,-2.09E+04,-0.0658219
1268,1359,76.8444,-2.83E+04,-0.0658573
1268,1316,76.8444,-3.07E+04,0.0967417
1269,1356,37.8801,-5.28E+03,0.176051
1269,1365,37.8801,-1.41E+04,-0.130883
1270,1365,15.0395,-4.42E+04,-0.130734
1270,1366,15.0395,-4.52E+04,0.0561106
1271,1366,11.2508,-3.63E+04,0.0561496
1271,1367,11.2508,-3.22E+04,-0.19267
1272,1367,-3.87185,1.56E+04,-0.19293
1272,1364,-3.87185,2.67E+04,0.317386
1273,1324,50.3249,-5.83E+04,0.0353293
1273,1372,50.3249,-5.56E+04,0.0101547
1274,1372,30.5769,-3.80E+04,0.0101768
1274,1373,30.5769,-3.37E+04,-7.17E-03
1275,1373,8.31324,-8.18E+03,-7.17E-03
1275,1374,8.31324,-2.48E+03,0.15033
1276,1374,-20.8051,3.39E+04,0.150434
1276,1364,-20.8051,4.20E+04,-0.34301
1293,1356,154.744,2.10E+04,-1.05878
1293,1389,154.744,1.58E+04,0.4114
1294,1389,129.288,2.32E+03,0.411248
1294,1390,129.288,-1.85E+03,-0.0225919
1295,1390,114.766,-1.21E+04,-0.0225805
1295,1391,114.766,-1.53E+04,0.0675075
1296,1391,108.335,-2.24E+04,0.067505
1296,1388,108.335,-2.45E+04,3.25E-03
1297,1388,-4.02621,-1.47E+04,-5.54E-03
1297,1397,-4.02621,-1.93E+04,-5.66E-04
1298,1397,11.9472,-3.76E+04,-5.74E-04
1298,1398,11.9472,-3.86E+04,7.86E-04
1299,1398,16.6469,-2.82E+04,7.85E-04
1299,1399,16.6469,-2.40E+04,-3.88E-03
1300,1399,6.62111,7.97E+03,-3.89E-03
1300,1396,6.62111,1.33E+04,4.30E-03
1301,1364,160.121,4.83E+04,-0.314743
1301,1404,160.121,4.04E+04,0.143573
1302,1404,135.055,5.78E+03,0.143502
1302,1405,135.055,485.354,-8.70E-03
1303,1405,121.378,-2.28E+04,-8.68E-03
1303,1406,121.378,-2.67E+04,0.015548
1304,1406,115.651,-4.23E+04,0.0155575
1304,1396,115.651,-4.45E+04,-7.67E-03
1321,1420,164.678,2.51E+04,1.31092
1321,1421,164.678,1.96E+04,-0.51124
1322,1421,134.794,5.28E+03,-0.511052
1322,1422,134.794,804.924,0.0312245
1323,1422,117.521,-1.03E+04,0.0312115
1323,1423,117.521,-1.38E+04,-0.07182
1324,1423,109.173,-2.17E+04,-0.0718107
1324,1388,109.173,-2.41E+04,-8.80E-03
1325,1420,50.0502,-5.37E+03,-0.199471
1325,1429,50.0502,-1.43E+04,0.15147
1326,1429,18.7894,-4.45E+04,0.15131
1326,1430,18.7894,-4.55E+04,-0.0709299
1327,1430,13.5112,-3.64E+04,-0.0709715
1327,1431,13.5112,-3.22E+04,0.217232
1328,1431,-0.469226,1.62E+04,0.217513
1328,1428,-0.469226,2.74E+04,-0.354753
1329,1396,117.492,-4.41E+04,0.020529
1329,1436,117.492,-4.17E+04,7.91E-03
1330,1436,127.189,-2.52E+04,7.93E-03
1330,1437,127.189,-2.11E+04,-7.70E-03
1331,1437,145.789,3.18E+03,-7.71E-03
1331,1438,145.789,8.68E+03,0.121785
1332,1438,177.469,4.45E+04,0.121861
1332,1428,177.469,5.27E+04,-0.279001
1349,1420,21.5236,2.10E+04,-1.12258
1349,1453,21.5236,1.53E+04,0.580631
1350,1453,30.9791,838.463,0.580488
1350,1454,30.9791,-3.84E+03,-5.85E-03
1351,1454,43.7651,-1.51E+04,-5.81E-03
1351,1455,43.7651,-1.88E+04,0.0808466
1352,1455,59.9727,-2.67E+04,0.0808779
1352,1452,59.9727,-2.91E+04,-0.0704059
1353,1452,-1.84278,-1.30E+04,-0.134935
1353,1461,-1.84278,-1.71E+04,0.0495737
1354,1461,9.73402,-3.34E+04,0.0493965
1354,1462,9.73402,-3.44E+04,0.0439995
1355,1462,13.6492,-2.53E+04,0.0440153
1355,1463,13.6492,-2.16E+04,0.0373821
1356,1463,8.87233,7.37E+03,0.0375582
1356,1460,8.87233,1.23E+04,-0.124182
1357,1428,-40.1447,4.48E+04,-0.276394
1357,1468,-40.1447,3.65E+04,0.121418
1358,1468,-4.78552,-273.721,0.12135
1358,1469,-4.78552,-6.06E+03,-8.77E-03
1359,1469,21.6652,-3.20E+04,-8.76E-03
1359,1470,21.6652,-3.64E+04,9.67E-03
1360,1470,44.2137,-5.44E+04,9.67E-03
1360,1460,44.2137,-5.72E+04,7.77E-03
1377,1484,183.365,1.41E+04,0.515683
1377,1485,183.365,9.16E+03,-0.137877
1378,1485,139.565,-4.87E+03,-0.137781
1378,1486,139.565,-8.56E+03,0.0631888
1379,1486,106.373,-1.88E+04,0.0631917
1379,1487,106.373,-2.15E+04,6.34E-03
1380,1487,80.4212,-2.82E+04,6.38E-03
1380,1452,80.4212,-2.97E+04,-0.0645635
1381,1484,32.6396,-718.869,-0.526835
1381,1493,32.6396,-8.40E+03,0.367538
1382,1493,-18.9965,-2.74E+04,0.367303
1382,1494,-18.9965,-2.92E+04,-0.12605
1383,1494,-18.1629,-2.43E+04,-0.12606
1383,1495,-18.1629,-1.85E+04,0.392349
1384,1495,29.3135,7.45E+03,0.392607
1384,1492,29.3135,1.68E+04,-0.636007
1385,1460,67.9643,-5.99E+04,2.04E-03
1385,1500,67.9643,-5.82E+04,6.29E-03
1386,1500,97.0587,-4.58E+04,6.29E-03
1386,1501,97.0587,-4.27E+04,2.85E-03
1387,1501,135.521,-2.28E+04,2.85E-03
1387,1502,135.521,-1.83E+04,0.0390835
1388,1502,188.018,1.34E+04,0.0391046
1388,1492,188.018,2.07E+04,-0.0369556
1405,1324,7.536,1.52E+04,0.0862577
1405,1517,7.536,1.14E+04,-0.0328713
1406,1517,17.6248,-1.01E+04,-0.0327469
1406,1518,17.6248,-1.27E+04,-0.0439892
1407,1518,19.0232,-1.27E+04,-0.0439999
1407,1519,19.0232,-1.01E+04,-0.0393234
1408,1519,11.0543,1.18E+04,-0.0395122
1408,1516,11.0543,1.58E+04,0.136056
1409,1524,207.154,1.97E+04,0.0584802
1409,1525,207.154,1.26E+04,-0.0494285
1410,1525,150.358,-1.78E+04,-0.0493946
1410,1526,150.358,-2.20E+04,9.78E-04
1411,1526,109.345,-4.09E+04,9.78E-04
1411,1527,109.345,-4.39E+04,-3.58E-04
1412,1527,79.1961,-5.58E+04,-3.46E-04
1412,1516,79.1961,-5.73E+04,-0.0146094
1413,1332,38.0394,1.80E+04,0.681106
1413,1532,38.0394,1.06E+04,-0.408584
1414,1532,-11.9335,-9.95E+03,-0.408314
1414,1533,-11.9335,-1.43E+04,0.148249
1415,1533,-9.29532,-1.43E+04,0.148255
1415,1534,-9.29532,-1.01E+04,-0.441491
1416,1534,50.4035,1.03E+04,-0.4418
1416,1524,50.4035,1.74E+04,0.757579
1433,1364,26.9899,2.86E+04,0.275142
1433,1549,26.9899,1.93E+04,-0.184818
1434,1549,20.8637,-2.04E+04,-0.184619
1434,1550,20.8637,-2.39E+04,0.0734632
1435,1550,20.2996,-2.37E+04,0.0734539
1435,1551,20.2996,-2.01E+04,-0.192359
1436,1551,20.2701,2.00E+04,-0.192623
1436,1548,20.2701,2.93E+04,0.327312
1437,1516,55.714,-5.49E+04,0.0146078
1437,1556,55.714,-5.24E+04,-7.02E-03
1438,1556,34.7335,-3.55E+04,-7.01E-03
1438,1557,34.7335,-3.13E+04,4.37E-03
1439,1557,11.3912,-7.06E+03,4.39E-03
1439,1558,11.3912,-1.67E+03,-0.0524962
1440,1558,-18.958,3.33E+04,-0.0525133
1440,1548,-18.958,4.13E+04,0.113491
1457,1396,7.91315,1.72E+04,-0.0238905
1457,1573,7.91315,1.31E+04,3.62E-03
1458,1573,21.4483,-1.05E+04,3.59E-03
1458,1574,21.4483,-1.34E+04,1.33E-03
1459,1574,22.1586,-1.37E+04,1.32E-03
1459,1575,22.1586,-1.08E+04,-6.25E-03
1460,1575,10.723,1.28E+04,-6.29E-03
1460,1572,10.723,1.69E+04,0.0313466
1461,1548,159.938,4.76E+04,0.145378
1461,1580,159.938,3.99E+04,-0.0589671
1462,1580,133.545,6.84E+03,-0.058914
1462,1581,133.545,1.88E+03,4.45E-03
1463,1581,118.462,-2.01E+04,4.46E-03
1463,1582,118.462,-2.38E+04,3.16E-03
1464,1582,111.154,-3.86E+04,3.18E-03
1464,1572,111.154,-4.07E+04,-0.0281815
1481,1428,24.5038,2.96E+04,-0.371317
1481,1597,24.5038,2.01E+04,0.223981
1482,1597,18.4498,-2.03E+04,0.223686
1482,1598,18.4498,-2.38E+04,-0.0791037
1483,1598,15.3052,-2.38E+04,-0.0790805
1483,1599,15.3052,-2.03E+04,0.176512
1484,1599,3.99216,1.97E+04,0.176706
1484,1596,3.99216,2.89E+04,-0.269666
1485,1572,111.089,-4.07E+04,0.0318533
1485,1604,111.089,-3.86E+04,-2.54E-03
1486,1604,118.184,-2.38E+04,-2.51E-03
1486,1605,118.184,-2.01E+04,-5.04E-03
1487,1605,132.702,1.87E+03,-5.03E-03
1487,1606,132.702,6.82E+03,0.0804086
1488,1606,158.678,3.99E+04,0.0804802
1488,1596,158.678,4.76E+04,-0.203271
1505,1460,9.80386,1.57E+04,-0.11846
1505,1621,9.80386,1.20E+04,0.0367919
1506,1621,17.4175,-9.76E+03,0.0366265
1506,1622,17.4175,-1.24E+04,0.0451893
1507,1622,17.6968,-1.27E+04,0.0451877
1507,1623,17.6968,-1.01E+04,0.0377641
1508,1623,8.51,1.17E+04,0.0379294
1508,1620,8.51,1.56E+04,-0.120177
1509,1596,-11.0804,4.14E+04,-0.161974
1509,1628,-11.0804,3.34E+04,0.0724007
1510,1628,18.974,-1.57E+03,0.0723678
1510,1629,18.974,-6.96E+03,-7.91E-03
1511,1629,42.2544,-3.12E+04,-7.90E-03
1511,1630,42.2544,-3.54E+04,6.06E-03
1512,1630,63.3787,-5.22E+04,6.07E-03
1512,1620,63.3787,-5.48E+04,-6.37E-03
1529,1492,41.4242,1.86E+04,-0.684487
1529,1645,41.4242,1.11E+04,0.406225
1530,1645,-12.032,-9.57E+03,0.40595
1530,1646,-12.032,-1.39E+04,-0.152634
1531,1646,-16.5935,-1.41E+04,-0.152656
1531,1647,-16.5935,-1.00E+04,0.450945
1532,1647,28.8956,1.01E+04,0.451219
1532,1644,28.8956,1.72E+04,-0.696253
1533,1620,87.2157,-5.72E+04,5.64E-03
1533,1652,87.2157,-5.57E+04,0.0109638
1534,1652,118.165,-4.39E+04,0.0109813
1534,1653,118.165,-4.09E+04,2.03E-03
1535,1653,160.875,-2.21E+04,2.04E-03
1535,1654,160.875,-1.79E+04,0.123242
1536,1654,219.967,1.24E+04,0.123325
1536,1644,219.967,1.95E+04,-0.115447
1553,1516,11.2989,1.58E+04,0.106847
1553,1669,11.2989,1.19E+04,-0.0335831
1554,1669,19.5549,-9.97E+03,-0.033434
1554,1670,19.5549,-1.26E+04,-0.0429001
1555,1670,19.1675,-1.23E+04,-0.0429013
1555,1671,19.1675,-9.70E+03,-0.0375133
1556,1671,11.8233,1.20E+04,-0.0376829
1556,1668,11.8233,1.58E+04,0.123289
1557,1676,178.154,2.05E+04,0.0775863
1557,1677,178.154,1.32E+04,-0.0689956
1558,1677,128.359,-1.85E+04,-0.0689545
1558,1678,128.359,-2.30E+04,-2.42E-03
1559,1678,91.994,-4.28E+04,-2.43E-03
1559,1679,91.994,-4.59E+04,-6.93E-03
1560,1679,64.6278,-5.83E+04,-6.93E-03
1560,1668,64.6278,-5.99E+04,-0.0136722
1561,1524,35.8624,1.73E+04,0.68786
1561,1684,35.8624,1.02E+04,-0.429642
