Element,Node,Fx[N],My[N.m],Mz[N.m]
1562,1684,-10.4188,-9.91E+03,-0.429371
1562,1685,-10.4188,-1.41E+04,0.145135
1563,1685,-5.73107,-1.39E+04,0.145115
1563,1686,-5.73107,-9.57E+03,-0.390173
1564,1686,48.9818,1.11E+04,-0.390447
1564,1676,48.9818,1.85E+04,0.674234
1581,1548,8.65428,2.90E+04,0.281412
1581,1701,8.65428,1.98E+04,-0.183325
1582,1701,17.3966,-2.02E+04,-0.183121
1582,1702,17.3966,-2.37E+04,0.0795646
1583,1702,19.4548,-2.37E+04,0.0795772
1583,1703,19.4548,-2.02E+04,-0.217476
1584,1703,28.5368,2.02E+04,-0.217768
1584,1700,28.5368,2.96E+04,0.36487
1585,1668,42.5086,-5.72E+04,3.15E-03
1585,1708,42.5086,-5.44E+04,-0.0168781
1586,1708,21.7663,-3.63E+04,-0.0168748
1586,1709,21.7663,-3.19E+04,0.0113238
1587,1709,-2.3507,-5.97E+03,0.0113467
1587,1710,-2.3507,-169.209,-0.171662
1588,1710,-34.4067,3.67E+04,-0.17175
1588,1700,-34.4067,4.50E+04,0.375106
1605,1572,11.4558,1.69E+04,-0.028672
1605,1725,11.4558,1.28E+04,7.25E-03
1606,1725,23.9946,-1.08E+04,7.21E-03
1606,1726,23.9946,-1.36E+04,3.81E-03
1607,1726,21.1456,-1.33E+04,3.82E-03
1607,1727,21.1456,-1.05E+04,-5.36E-03
1608,1727,0.494817,1.33E+04,-5.36E-03
1608,1724,0.494817,1.74E+04,7.72E-03
1609,1700,170.268,5.22E+04,0.423011
1609,1732,170.268,4.41E+04,-0.183998
1610,1732,143.281,8.44E+03,-0.183876
1610,1733,143.281,2.97E+03,4.87E-03
1611,1733,129.769,-2.12E+04,4.86E-03
1611,1734,129.769,-2.53E+04,-0.0177091
1612,1734,126.316,-4.16E+04,-0.0176827
1612,1724,126.316,-4.40E+04,-0.0639802
1629,1596,20.2867,2.90E+04,-0.324949
1629,1749,20.2867,1.98E+04,0.199338
1630,1749,21.0613,-2.02E+04,0.199101
1630,1750,21.0613,-2.38E+04,-0.122951
1631,1750,28.8533,-2.39E+04,-0.123091
1631,1751,28.8533,-2.04E+04,0.374728
1632,1751,77.7807,1.95E+04,0.375142
1632,1748,77.7807,2.88E+04,-0.566105
1633,1724,133.422,-4.43E+04,0.0150046
1633,1756,133.422,-4.20E+04,-0.0702086
1634,1756,152.504,-2.64E+04,-0.0702067
1634,1757,152.504,-2.24E+04,0.035389
1635,1757,186.496,1.03E+03,0.0354578
1635,1758,186.496,6.34E+03,-0.709212
1636,1758,242.293,4.11E+04,-0.709603
1636,1748,242.293,4.90E+04,1.52437
1653,1620,7.03883,1.55E+04,-0.132174
1653,1773,7.03883,1.16E+04,0.0305687
1654,1773,12.2224,-1.03E+04,0.0303905
1654,1774,12.2224,-1.29E+04,0.034239
1655,1774,8.78004,-1.27E+04,0.0342228
1655,1775,8.78004,-1.01E+04,0.0110889
1656,1775,5.89756,1.16E+04,0.0111313
1656,1772,5.89756,1.54E+04,-0.0207374
1657,1748,-160.667,4.37E+04,1.6524
1657,1780,-160.667,3.54E+04,-0.743068
1658,1780,-103.444,-1.23E+03,-0.742586
1658,1781,-103.444,-6.98E+03,0.0184434
1659,1781,-66.8143,-3.27E+04,0.0184021
1659,1782,-66.8143,-3.71E+04,-0.0746521
1660,1782,-42.9694,-5.49E+04,-0.0745884
1660,1772,-42.9694,-5.76E+04,-0.127618
1677,1644,67.2378,1.73E+04,-0.822974
1677,1797,67.2378,1.01E+04,0.439151
1678,1797,6.01188,-1.02E+04,0.4388
1678,1798,6.01188,-1.44E+04,-0.076684
1679,1798,19.8103,-1.44E+04,-0.0765479
1679,1799,19.8103,-1.01E+04,0.0632631
1680,1799,71.0522,1.04E+04,0.0633999
1680,1796,71.0522,1.77E+04,-0.30498
1681,1772,-27.7275,-6.01E+04,-0.0329912
1681,1804,-27.7275,-5.84E+04,-0.0930563
1682,1804,-18.3848,-4.58E+04,-0.0930545
1682,1805,-18.3848,-4.27E+04,-0.0385702
1683,1805,-12.7476,-2.26E+04,-0.0385449
1683,1806,-12.7476,-1.81E+04,-0.601623
1684,1806,-10.2377,1.39E+04,-0.601976
1684,1796,-10.2377,2.13E+04,0.647787
1701,1668,11.3237,1.23E+04,0.106466
1701,1821,11.3237,7.43E+03,-0.0290133
1702,1821,15.9654,-2.15E+04,-0.0288626
1702,1822,15.9654,-2.53E+04,-0.037577
1703,1822,11.1684,-3.44E+04,-0.03756
1703,1823,11.1684,-3.34E+04,-0.0422538
1704,1823,-0.871487,-1.71E+04,-0.042404
1704,1820,-0.871487,-1.30E+04,0.115024
1705,1828,163.444,1.39E+04,0.50663
1705,1829,163.444,8.94E+03,-0.193122
1706,1829,122.788,-5.06E+03,-0.193016
1706,1830,122.788,-8.74E+03,0.0487571
1707,1830,92.8066,-1.89E+04,0.0487584
1707,1831,92.8066,-2.16E+04,-5.42E-03
1708,1831,69.9329,-2.83E+04,-5.39E-03
1708,1820,69.9329,-2.98E+04,-0.0643819
1709,1676,28.6369,1.69E+04,0.585088
1709,1836,28.6369,7.48E+03,-0.367085
1710,1836,-12.135,-1.85E+04,-0.366853
1710,1837,-12.135,-2.43E+04,0.119776
1711,1837,-10.6448,-2.92E+04,0.119759
1711,1838,-10.6448,-2.74E+04,-0.334222
1712,1838,40.8219,-8.47E+03,-0.334452
1712,1828,40.8219,-796.848,0.517905
1729,1700,-6.07247,2.76E+04,0.302995
1729,1853,-6.07247,1.64E+04,-0.189927
1730,1853,14.7615,-3.21E+04,-0.189704
1730,1854,14.7615,-3.62E+04,0.0749036
1731,1854,21.9466,-4.54E+04,0.0748696
1731,1855,21.9466,-4.44E+04,-0.135829
1732,1855,53.3967,-1.43E+04,-0.135951
1732,1852,53.3967,-5.42E+03,0.168
1733,1820,52.5158,-2.92E+04,0.0506721
1733,1860,52.5158,-2.67E+04,-0.0807268
1734,1860,39.4538,-1.88E+04,-0.0807018
1734,1861,39.4538,-1.52E+04,7.83E-03
1735,1861,30.1449,-3.87E+03,7.86E-03
1735,1862,30.1449,814.71,-0.596595
1736,1862,24.8084,1.53E+04,-0.59675
1736,1852,24.8084,2.10E+04,1.18515
1753,1724,-2.24009,1.35E+04,-0.0712539
1753,1877,-2.24009,8.21E+03,0.0343407
1754,1877,13.2999,-2.37E+04,0.0342403
1754,1878,13.2999,-2.79E+04,0.0197633
1755,1878,12.8864,-3.84E+04,0.019744
1755,1879,12.8864,-3.74E+04,0.0366533
1756,1879,-3.61261,-1.92E+04,0.0367012
1756,1876,-3.61261,-1.47E+04,-0.0405025
1757,1852,163.037,2.46E+04,1.34178
1757,1884,163.037,1.91E+04,-0.520502
1758,1884,137.599,4.98E+03,-0.520315
1758,1885,137.599,569.094,0.0468883
1759,1885,125.452,-1.04E+04,0.0468743
1759,1886,125.452,-1.38E+04,-0.0529018
1760,1886,123.091,-2.16E+04,-0.0528965
1760,1876,123.091,-2.38E+04,0.0464015
1777,1748,-75.0481,2.73E+04,-0.708087
1777,1901,-75.0481,1.62E+04,0.434117
1778,1901,-25.3533,-3.20E+04,0.433541
1778,1902,-25.3533,-3.61E+04,-0.146305
1779,1902,-23.6084,-4.51E+04,-0.146275
1779,1903,-23.6084,-4.41E+04,0.351092
1780,1903,-52.8457,-1.38E+04,0.351421
1780,1900,-52.8457,-4.97E+03,-0.418439
1781,1876,129.184,-2.41E+04,5.90E-03
1781,1908,129.184,-2.20E+04,0.0301603
1782,1908,143.062,-1.48E+04,0.0301683
1782,1909,143.062,-1.16E+04,0.0169303
1783,1909,164.101,-1.18E+03,0.0169126
1783,1910,164.101,3.03E+03,0.51586
1784,1910,192.631,1.65E+04,0.51597
1784,1900,192.631,2.18E+04,-0.780937
1801,1772,-7.59943,1.21E+04,-0.115349
1801,1925,-7.59943,7.19E+03,0.0484581
1802,1925,-29.8424,-2.16E+04,0.0482928
1802,1926,-29.8424,-2.53E+04,0.0323673
1803,1926,-29.7258,-3.44E+04,0.0323401
1803,1927,-29.7258,-3.34E+04,0.0513447
1804,1927,-8.65359,-1.70E+04,0.0514384
1804,1924,-8.65359,-1.29E+04,-0.0748957
1805,1900,-147.712,1.92E+04,-1.21044
1805,1932,-147.712,1.36E+04,0.358994
1806,1932,-97.6368,-604.858,0.358823
1806,1933,-97.6368,-5.18E+03,-0.0386757
1807,1933,-64.2515,-1.62E+04,-0.0386716
1807,1934,-64.2515,-1.98E+04,0.042596
1808,1934,-42.0307,-2.74E+04,0.0425689
1808,1924,-42.0307,-2.98E+04,0.127454
1825,1796,-107.149,1.68E+04,0.33063
1825,1949,-107.149,7.39E+03,-0.0705728
1826,1949,-72.5216,-1.86E+04,-0.0704462
1826,1950,-72.5216,-2.43E+04,0.0718623
1827,1950,-81.6808,-2.91E+04,0.0718807
1827,1951,-81.6808,-2.73E+04,-0.195432
1828,1951,-160.141,-8.03E+03,-0.195763
1828,1948,-160.141,-261.56,0.775588
1829,1924,-30.552,-3.01E+04,0.0525526
1829,1956,-30.552,-2.85E+04,0.125939
1830,1956,-30.1524,-2.14E+04,0.125955
1830,1957,-30.1524,-1.87E+04,0.0630292
1831,1957,-42.4901,-8.16E+03,0.063028
1831,1958,-42.4901,-4.36E+03,0.927872
1832,1958,-75.1536,1.00E+04,0.928173
1832,1948,-75.1536,1.51E+04,-0.765636
1849,1972,548.729,1.79E+04,-2.45185
1849,1974,548.729,1.26E+04,1.78113
1850,1974,392.057,-2.71E+03,1.78043
1850,1975,392.057,-6.77E+03,-0.0444611
1851,1975,291.583,-1.81E+04,-0.0444603
1851,1976,291.583,-2.11E+04,0.199281
1852,1976,228.306,-2.88E+04,0.199172
1852,1973,228.306,-3.07E+04,0.279525
1853,1973,12.5016,-1.29E+04,0.207694
1853,1982,12.5016,-1.70E+04,-0.058775
1854,1982,78.3507,-3.36E+04,-0.0584975
1854,1983,78.3507,-3.46E+04,-0.0629244
1855,1983,90.9824,-2.61E+04,-0.0629281
1855,1984,90.9824,-2.24E+04,-0.0308353
1856,1984,43.4217,5.90E+03,-0.0310088
1856,1981,43.4217,1.07E+04,0.118329
1857,1989,444.318,2.47E+04,0.927011
1857,1990,444.318,1.70E+04,-0.836947
1858,1990,328.001,-1.62E+04,-0.836452
1858,1991,328.001,-2.09E+04,-0.053306
1859,1991,248.538,-4.19E+04,-0.0533424
1859,1992,248.538,-4.52E+04,-0.131155
1860,1992,196.248,-5.86E+04,-0.131149
1860,1981,196.248,-6.05E+04,-0.0826727
1861,1972,325.483,566.856,2.45474
1861,1997,325.483,-7.39E+03,-1.17737
1862,1997,76.8821,-2.74E+04,-1.17628
1862,1998,76.8821,-2.94E+04,0.388716
1863,1998,64.5732,-2.49E+04,0.388707
1863,1999,64.5732,-1.93E+04,-1.02459
1864,1999,231.969,6.42E+03,-1.02539
1864,1989,231.969,1.56E+04,1.97839
1881,2013,299.589,1.50E+04,6.88482
1881,2014,299.589,9.66E+03,-2.97892
1882,2014,225.126,-3.84E+03,-2.97799
1882,2015,225.126,-8.18E+03,0.114831
1883,2015,195.436,-1.86E+04,0.114711
1883,2016,195.436,-2.19E+04,-0.346227
1884,2016,196.913,-2.89E+04,-0.346232
1884,1973,196.913,-3.10E+04,-0.0717659
1885,2013,315.855,-3.66E+03,-0.135874
1885,2022,315.855,-1.28E+04,0.152155
1886,2022,129.073,-4.40E+04,0.152066
1886,2023,129.073,-4.50E+04,-0.0562679
1887,2023,114.487,-3.66E+04,-0.0562355
1887,2024,114.487,-3.27E+04,0.150033
1888,2024,198.527,1.45E+04,0.150247
1888,2021,198.527,2.55E+04,-0.247354
1889,1981,165.461,-5.89E+04,-0.179649
1889,2029,165.461,-5.63E+04,-0.146212
1890,2029,150.91,-3.95E+04,-0.14632
1890,2030,150.91,-3.54E+04,0.0442953
1891,2030,147.181,-1.09E+04,0.0443764
1891,2031,147.181,-5.36E+03,-1.50523
1892,2031,155.558,2.98E+04,-1.50619
1892,2021,155.558,3.77E+04,3.32501
1909,2013,147.637,1.84E+04,-6.74153
1909,2046,147.637,1.34E+04,3.05033
1910,2046,93.1849,202.447,3.04937
1910,2047,93.1849,-3.86E+03,-0.0923995
1911,2047,70.7253,-1.39E+04,-0.0923093
1911,2048,70.7253,-1.70E+04,0.315555
1912,2048,66.8174,-2.39E+04,0.315496
1912,2045,66.8174,-2.59E+04,0.0945867
1913,2045,2.43241,-1.47E+04,-0.0579087
1913,2054,2.43241,-1.92E+04,0.071438
1914,2054,27.9943,-3.76E+04,0.0713737
1914,2055,27.9943,-3.87E+04,0.0359536
1915,2055,41.4503,-2.87E+04,0.0360008
1915,2056,41.4503,-2.46E+04,0.0577821
1916,2056,33.0774,6.83E+03,0.0579499
1916,2053,33.0774,1.21E+04,-0.115357
1917,2021,34.6261,4.49E+04,3.16188
1917,2061,34.6261,3.71E+04,-1.46403
1918,2061,50.5155,3.09E+03,-1.46318
1918,2062,50.5155,-2.11E+03,0.0654044
1919,2062,64.0515,-2.50E+04,0.065291
1919,2063,64.0515,-2.88E+04,-0.140503
1920,2063,75.9222,-4.39E+04,-0.140473
1920,2053,75.9222,-4.61E+04,-6.65E-03
1937,2077,171.436,2.51E+04,1.83264
1937,2078,171.436,1.95E+04,-0.738212
1938,2078,125.223,4.85E+03,-0.73795
1938,2079,125.223,293.211,4.81E-03
1939,2079,94.9034,-1.11E+04,4.78E-03
1939,2080,94.9034,-1.47E+04,-0.143172
1940,2080,75.552,-2.28E+04,-0.143163
1940,2045,75.552,-2.52E+04,-0.152485
1941,2077,74.1578,-4.72E+03,-0.288484
1941,2086,74.1578,-1.38E+04,0.218453
1942,2086,26.7117,-4.47E+04,0.218195
1942,2087,26.7117,-4.57E+04,-0.0678849
1943,2087,24.9652,-3.69E+04,-0.0679079
1943,2088,24.9652,-3.28E+04,0.271617
1944,2088,39.8402,1.50E+04,0.272017
1944,2085,39.8402,2.62E+04,-0.456293
1945,2053,89.3441,-4.54E+04,-0.118509
1945,2093,89.3441,-4.29E+04,-0.03489
1946,2093,106.779,-2.63E+04,-0.0349329
1946,2094,106.779,-2.22E+04,-8.12E-03
1947,2094,131.088,2.23E+03,-8.12E-03
1947,2095,131.088,7.76E+03,-0.234516
1948,2095,167.371,4.38E+04,-0.234692
1948,2085,167.371,5.21E+04,0.534521
1965,2077,-22.0545,1.96E+04,-1.53605
1965,2110,-22.0545,1.40E+04,0.809159
1966,2110,-8.59624,-197.711,0.808957
1966,2111,-8.59624,-4.79E+03,-1.04E-03
1967,2111,7.86185,-1.58E+04,-9.99E-04
1967,2112,7.86185,-1.94E+04,0.0997168
1968,2112,26.4167,-2.70E+04,0.0997407
1968,2109,26.4167,-2.94E+04,-0.0616387
1969,2109,-1.71766,-1.30E+04,-0.135785
1969,2118,-1.71766,-1.71E+04,0.0573289
1970,2118,4.49469,-3.37E+04,0.0571483
1970,2119,4.49469,-3.47E+04,0.0481984
1971,2119,8.57693,-2.59E+04,0.0482075
1971,2120,8.57693,-2.21E+04,0.0566034
1972,2120,8.93932,6.55E+03,0.0568011
1972,2117,8.93932,1.14E+04,-0.139916
1973,2085,-60.4436,4.14E+04,0.393615
1973,2125,-60.4436,3.34E+04,-0.196512
1974,2125,-23.4155,-2.48E+03,-0.196426
1974,2126,-23.4155,-8.12E+03,0.0121598
1975,2126,3.15881,-3.33E+04,0.0121358
1975,2127,3.15881,-3.76E+04,-0.0224196
1976,2127,24.1766,-5.51E+04,-0.0224394
1976,2117,24.1766,-5.77E+04,0.0492837
1993,2141,129.551,1.56E+04,0.344108
1993,2142,129.551,1.05E+04,-0.0262368
1994,2142,97.3315,-3.95E+03,-0.0261884
1994,2143,97.3315,-7.75E+03,0.0524519
1995,2143,70.3653,-1.83E+04,0.0524533
1995,2144,70.3653,-2.11E+04,0.0115241
1996,2144,47.0483,-2.81E+04,0.0115561
1996,2109,47.0483,-2.97E+04,-0.0741773
1997,2141,9.68625,-350.918,-0.334827
1997,2150,9.68625,-8.11E+03,0.261014
1998,2150,-27.1873,-2.75E+04,0.260854
1998,2151,-27.1873,-2.94E+04,-0.0737427
1999,2151,-25.9495,-2.47E+04,-0.073753
1999,2152,-25.9495,-1.90E+04,0.29616
2000,2152,14.7146,6.78E+03,0.296363
2000,2149,14.7146,1.60E+04,-0.471121
2001,2117,44.2954,-5.99E+04,-0.0363549
2001,2157,44.2954,-5.81E+04,0.0141938
2002,2157,67.1397,-4.53E+04,0.0141729
2002,2158,67.1397,-4.20E+04,7.65E-03
2003,2158,96.1218,-2.16E+04,7.65E-03
2003,2159,96.1218,-1.70E+04,0.0350891
2004,2159,134.713,1.54E+04,0.035101
2004,2149,134.713,2.29E+04,-8.82E-03
2021,1981,21.1108,1.40E+04,0.215283
2021,2174,21.1108,1.03E+04,-0.056721
2022,2174,30.7131,-1.09E+04,-0.0564341
2022,2175,30.7131,-1.35E+04,-0.0445125
2023,2175,24.6422,-1.29E+04,-0.0444787
2023,2176,24.6422,-1.02E+04,-0.0365609
2024,2176,14.8279,1.24E+04,-0.0366493
2024,2173,14.8279,1.64E+04,0.0581319
2025,2181,111.478,2.17E+04,-0.164146
2025,2182,111.478,1.44E+04,0.174255
2026,2182,79.3902,-1.71E+04,0.174139
2026,2183,79.3902,-2.14E+04,4.33E-03
2027,2183,56.8903,-4.10E+04,4.32E-03
2027,2184,56.8903,-4.42E+04,0.0193903
2028,2184,40.1255,-5.66E+04,0.0193694
2028,2173,40.1255,-5.82E+04,7.12E-03
2029,1989,-12.4569,1.65E+04,1.06255
2029,2189,-12.4569,9.38E+03,-0.816207
2030,2189,-48.4157,-1.07E+04,-0.815807
2030,2190,-48.4157,-1.49E+04,0.213321
2031,2190,-29.798,-1.44E+04,0.213127
2031,2191,-29.798,-1.00E+04,-0.278422
2032,2191,-9.39807,1.08E+04,-0.278511
2032,2181,-9.39807,1.80E+04,0.308218
2049,2021,-118.46,2.65E+04,-0.0739207
2049,2206,-118.46,1.74E+04,0.0749571
2050,2206,-10.1111,-2.11E+04,0.0749329
2050,2207,-10.1111,-2.44E+04,-0.0119298
2051,2207,5.01818,-2.36E+04,-0.0117904
2051,2208,5.01818,-2.00E+04,-0.092054
2052,2208,-6.68334,2.07E+04,-0.0921726
2052,2205,-6.68334,3.00E+04,0.137057
2053,2173,27.297,-5.63E+04,5.00E-03
2053,2213,27.297,-5.38E+04,0.0155488
2054,2213,16.3162,-3.72E+04,0.0155535
2054,2214,16.3162,-3.31E+04,-0.0148833
2055,2214,4.49086,-9.12E+03,-0.0148983
2055,2215,4.49086,-3.78E+03,0.208766
2056,2215,-11.274,3.08E+04,0.208888
2056,2205,-11.274,3.87E+04,-0.467999
2073,2053,24.3587,1.59E+04,-3.51E-03
2073,2230,24.3587,1.19E+04,-0.0106453
2074,2230,21.0604,-1.14E+04,-0.0106622
2074,2231,21.0604,-1.42E+04,6.17E-03
2075,2231,17.4572,-1.38E+04,6.15E-03
2075,2232,17.4572,-1.09E+04,6.26E-03
2076,2232,12.7469,1.34E+04,6.29E-03
2076,2229,12.7469,1.76E+04,-0.0283176
2077,2205,92.3717,4.69E+04,-0.507619
2077,2237,92.3717,3.91E+04,0.216657
2078,2237,78.8174,5.56E+03,0.216499
2078,2238,78.8174,546.308,-0.0118665
2079,2238,70.7546,-2.17E+04,-0.0118684
2079,2239,70.7546,-2.55E+04,8.47E-03
2080,2239,67.2672,-4.04E+04,8.43E-03
2080,2229,67.2672,-4.26E+04,0.0361599
2097,2085,-2.09936,2.84E+04,-0.305109
2097,2254,-2.09936,1.90E+04,0.204542
2098,2254,14.668,-2.08E+04,0.204324
2098,2255,14.668,-2.43E+04,-0.0670529
2099,2255,15.3219,-2.38E+04,-0.0669789
2099,2256,15.3219,-2.02E+04,0.116332
2100,2256,10.6288,2.00E+04,0.116476
2100,2253,10.6288,2.93E+04,-0.19089
2101,2229,67.6126,-4.26E+04,-0.0182338
2101,2261,67.6126,-4.05E+04,0.0108035
2102,2261,71.7547,-2.56E+04,0.010786
2102,2262,71.7547,-2.18E+04,-9.42E-04
2103,2262,80.1447,391.968,-9.50E-04
2103,2263,80.1447,5.39E+03,0.0343631
2104,2263,94.8649,3.88E+04,0.0343715
2104,2253,94.8649,4.66E+04,-0.0623824
2121,2117,11.3733,1.49E+04,-0.0542878
2121,2278,11.3733,1.12E+04,0.0160678
2122,2278,15.7049,-1.03E+04,0.0159841
2122,2279,15.7049,-1.29E+04,0.0326835
2123,2279,15.6355,-1.28E+04,0.0326837
2123,2280,15.6355,-1.01E+04,0.0276354
2124,2280,9.88884,1.20E+04,0.0277671
2124,2277,9.88884,1.60E+04,-0.0940426
2125,2253,-1.30107,3.86E+04,-0.0964673
2125,2285,-1.30107,3.07E+04,0.0402914
2126,2285,16.2101,-3.75E+03,0.0402535
2126,2286,16.2101,-9.06E+03,3.94E-05
2127,2286,30.1442,-3.29E+04,3.44E-05
2127,2287,30.1442,-3.70E+04,6.66E-04
2128,2287,43.5408,-5.35E+04,6.51E-04
2128,2277,43.5408,-5.60E+04,0.017568
2145,2149,27.6801,1.79E+04,-0.47166
2145,2302,27.6801,1.06E+04,0.284942
2146,2302,-5.31685,-9.95E+03,0.284759
2146,2303,-5.31685,-1.43E+04,-0.108358
2147,2303,-4.39396,-1.42E+04,-0.108367
2147,2304,-4.39396,-1.00E+04,0.322137
2148,2304,37.3143,1.04E+04,0.322359
2148,2301,37.3143,1.74E+04,-0.54746
2149,2277,59.4877,-5.79E+04,-8.02E-03
2149,2309,59.4877,-5.62E+04,1.95E-03
2150,2309,80.756,-4.39E+04,1.94E-03
2150,2310,80.756,-4.08E+04,1.67E-03
2151,2310,110.217,-2.12E+04,1.67E-03
2151,2311,110.217,-1.69E+04,-0.030555
2152,2311,151.497,1.45E+04,-0.0305772
2152,2301,151.497,2.18E+04,0.0342471
2169,2173,14.2037,1.65E+04,0.0602481
2169,2326,14.2037,1.26E+04,-0.0237186
2170,2326,20.0834,-9.70E+03,-0.0236291
2170,2327,20.0834,-1.24E+04,-0.0282191
2171,2327,19.3847,-1.26E+04,-0.0282223
2171,2328,19.3847,-1.01E+04,-0.0216018
2172,2328,10.66,1.12E+04,-0.0216971
2172,2325,10.66,1.49E+04,0.0662214
2173,2333,143.306,2.26E+04,0.110209
2173,2334,143.306,1.51E+04,-0.103913
2174,2334,104.326,-1.73E+04,-0.103852
2174,2335,104.326,-2.19E+04,-5.57E-03
2175,2335,76.4745,-4.22E+04,-5.58E-03
2175,2336,76.4745,-4.55E+04,-0.0160724
2176,2336,56.4309,-5.83E+04,-0.0160732
2176,2325,56.4309,-6.01E+04,-4.09E-03
2177,2181,44.3041,1.80E+04,0.480449
2177,2341,44.3041,1.09E+04,-0.259271
2178,2341,2.99067,-9.62E+03,-0.259075
2178,2342,2.99067,-1.39E+04,0.0955193
2179,2342,1.1605,-1.41E+04,0.0955361
2179,2343,1.1605,-9.85E+03,-0.307053
2180,2343,43.727,1.05E+04,-0.307277
2180,2333,43.727,1.78E+04,0.544652
2197,2205,40.1386,2.98E+04,0.187093
2197,2358,40.1386,2.05E+04,-0.11354
2198,2358,26.7065,-1.98E+04,-0.113387
2198,2359,26.7065,-2.34E+04,0.0374233
2199,2359,24.9513,-2.39E+04,0.0374127
2199,2360,24.9513,-2.05E+04,-0.0905387
2200,2360,32.7764,1.92E+04,-0.0906416
2200,2357,32.7764,2.86E+04,0.137821
2201,2325,41.6095,-5.79E+04,-0.0208766
2201,2365,41.6095,-5.53E+04,-0.0152043
2202,2365,29.4177,-3.78E+04,-0.0152154
2202,2366,29.4177,-3.36E+04,7.82E-03
2203,2366,16.8032,-8.37E+03,7.83E-03
2203,2367,16.8032,-2.73E+03,-0.172754
2204,2367,1.58402,3.32E+04,-0.172861
2204,2357,1.58402,4.13E+04,0.382421
2221,2229,15.0676,1.76E+04,0.0260612
2221,2382,15.0676,1.34E+04,-6.34E-03
2222,2382,22.8249,-1.06E+04,-6.31E-03
2222,2383,22.8249,-1.35E+04,8.28E-04
2223,2383,22.3375,-1.37E+04,8.34E-04
2223,2384,22.3375,-1.09E+04,1.77E-03
2224,2384,14.064,1.24E+04,1.78E-03
2224,2381,14.064,1.64E+04,-0.0120697
2225,2357,86.9491,5.03E+04,0.377197
2225,2389,86.9491,4.22E+04,-0.171715
2226,2389,74.3654,6.73E+03,-0.171618
2226,2390,74.3654,1.31E+03,7.93E-03
2227,2390,67.5333,-2.27E+04,7.91E-03
2227,2391,67.5333,-2.67E+04,-0.0182135
2228,2391,64.5172,-4.28E+04,-0.0182155
2228,2381,64.5172,-4.52E+04,-3.45E-03
2245,2253,19.1924,2.95E+04,-0.14645
2245,2406,19.1924,2.02E+04,0.0975443
2246,2406,20.3266,-2.00E+04,0.0974374
2246,2407,20.3266,-2.36E+04,-0.0372293
2247,2407,21.5458,-2.41E+04,-0.0372256
2247,2408,21.5458,-2.07E+04,0.103573
2248,2408,28.0771,1.88E+04,0.103717
2248,2405,28.0771,2.81E+04,-0.176764
2249,2381,65.1764,-4.54E+04,-0.0206702
2249,2413,65.1764,-4.31E+04,-0.011806
2250,2413,69.5873,-2.75E+04,-0.0118155
2250,2414,69.5873,-2.35E+04,5.78E-03
2251,2414,78.083,-59.6572,5.79E-03
2251,2415,78.083,5.26E+03,-0.132146
2252,2415,92.7184,4.01E+04,-0.132229
2252,2405,92.7184,4.81E+04,0.297729
2269,2277,11.2714,1.60E+04,-0.0684581
2269,2430,11.2714,1.20E+04,0.0239018
2270,2430,19.3077,-1.01E+04,0.0238044
2270,2431,19.3077,-1.28E+04,0.0312577
2271,2431,19.1558,-1.30E+04,0.0312614
2271,2432,19.1558,-1.04E+04,0.0259904
2272,2432,11.2675,1.09E+04,0.0261094
2272,2429,11.2675,1.47E+04,-0.0847519
2273,2405,-2.59002,4.01E+04,0.284942
2273,2437,-2.59002,3.20E+04,-0.128836
2274,2437,14.5634,-3.76E+03,-0.128766
2274,2438,14.5634,-9.37E+03,8.40E-03
2275,2438,28.5789,-3.44E+04,8.38E-03
2275,2439,28.5789,-3.87E+04,-0.0115999
2276,2439,41.9084,-5.59E+04,-0.0116004
2276,2429,41.9084,-5.85E+04,-1.25E-03
2293,2301,27.9398,1.76E+04,-0.504913
2293,2454,27.9398,1.05E+04,0.3191
2294,2454,-6.10414,-1.01E+04,0.318902
2294,2455,-6.10414,-1.44E+04,-0.113987
2295,2455,-3.44387,-1.45E+04,-0.113982
2295,2456,-3.44387,-1.03E+04,0.321351
2296,2456,39.2209,1.02E+04,0.321573
2296,2453,39.2209,1.75E+04,-0.548457
2297,2429,57.7982,-6.05E+04,-7.83E-03
2297,2461,57.7982,-5.88E+04,-4.96E-03
2298,2461,78.9947,-4.58E+04,-4.96E-03
2298,2462,78.9947,-4.25E+04,-1.39E-03
2299,2462,108.228,-2.20E+04,-1.39E-03
2299,2463,108.228,-1.74E+04,-0.0449829
2300,2463,149.093,1.52E+04,-0.0450094
2300,2453,149.093,2.27E+04,0.0477116
2317,2325,8.62968,1.14E+04,0.0830084
2317,2478,8.62968,6.49E+03,-0.0285726
2318,2478,13.1044,-2.22E+04,-0.0284543
2318,2479,13.1044,-2.59E+04,-0.0301704
2319,2479,9.64093,-3.47E+04,-0.0301638
2319,2480,9.64093,-3.37E+04,-0.033398
2320,2480,-0.666561,-1.71E+04,-0.03352
2320,2477,-0.666561,-1.30E+04,0.0920718
2321,2485,138.144,1.53E+04,0.398549
2321,2486,138.144,1.02E+04,-0.104281
2322,2486,105.57,-4.28E+03,-0.10421
2322,2487,105.57,-8.08E+03,0.0479058
2323,2487,81.1316,-1.87E+04,0.0479063
2323,2488,81.1316,-2.15E+04,4.14E-03
2324,2488,62.438,-2.85E+04,4.17E-03
2324,2477,62.438,-3.01E+04,-0.045963
