Element,Node,Fx[N],My[N.m],Mz[N.m]
2762,2959,-1.09E+01,-4.30E+03,0.299978
2762,2960,-1.09E+01,-6.02E+03,-0.109271
2763,2960,-1.02E+01,-5.83E+03,-0.109268
2763,2961,-1.02E+01,-4.03E+03,0.2954
2764,2961,2.41E+01,4.34E+03,0.29559
2764,2958,2.41E+01,7.15E+03,-0.481279
2765,2934,5.91E+01,-2.36E+04,5.75E-13
2765,2966,5.91E+01,-2.29E+04,5.45E-14
2766,2966,7.73E+01,-1.74E+04,5.49E-14
2766,2967,7.73E+01,-1.61E+04,7.99E-14
2767,2967,1.03E+02,-7.68E+03,8.02E-14
2767,2968,1.03E+02,-5.83E+03,8.61E-14
2768,2968,1.41E+02,7.55E+03,8.67E-14
2768,2958,1.41E+02,1.07E+04,-7.59E-13
2785,2830,3.77E+00,6.57E+03,0.0634373
2785,2983,3.77E+00,4.97E+03,-0.0199958
2786,2983,1.23E+01,-4.12E+03,-0.0199059
2786,2984,1.23E+01,-5.22E+03,-0.0249132
2787,2984,1.23E+01,-5.50E+03,-0.0249123
2787,2985,1.23E+01,-4.49E+03,-0.0197785
2788,2985,3.99E+00,3.91E+03,-0.0198648
2788,2982,3.99E+00,5.38E+03,0.0610391
2789,2990,1.44E+02,1.11E+04,-0.0195892
2789,2991,1.44E+02,7.92E+03,0.0141651
2790,2991,1.06E+02,-5.80E+03,0.0141555
2790,2992,1.06E+02,-7.75E+03,9.30E-05
2791,2992,7.91E+01,-1.64E+04,9.34E-05
2791,2993,7.91E+01,-1.78E+04,8.11E-04
2792,2993,6.04E+01,-2.34E+04,8.08E-04
2792,2982,6.04E+01,-2.42E+04,5.81E-03
2793,2838,2.41E+01,7.15E+03,0.481279
2793,2998,2.41E+01,4.34E+03,-0.29559
2794,2998,-1.02E+01,-4.03E+03,-0.2954
2794,2999,-1.02E+01,-5.83E+03,0.109268
2795,2999,-1.09E+01,-6.02E+03,0.109271
2795,3000,-1.09E+01,-4.30E+03,-0.299978
2796,3000,2.20E+01,3.80E+03,-0.300166
2796,2990,2.20E+01,6.61E+03,0.481987
2813,2862,7.78E+00,1.19E+04,0.0536254
2813,3015,7.78E+00,8.14E+03,-0.0310098
2814,3015,9.95E+00,-8.06E+03,-0.030963
2814,3016,9.95E+00,-9.51E+03,7.80E-03
2815,3016,9.95E+00,-9.91E+03,7.80E-03
2815,3017,9.95E+00,-8.60E+03,-0.0326077
2816,3017,7.48E+00,6.95E+03,-0.032656
2816,3014,7.48E+00,1.06E+04,0.0557148
2817,2982,4.77E+01,-2.39E+04,-1.61E-03
2817,3022,4.77E+01,-2.29E+04,2.33E-03
2818,3022,3.88E+01,-1.65E+04,2.33E-03
2818,3023,3.88E+01,-1.49E+04,1.58E-03
2819,3023,3.14E+01,-5.37E+03,1.58E-03
2819,3024,3.14E+01,-3.23E+03,7.11E-03
2820,3024,2.41E+01,1.04E+04,7.12E-03
2820,3014,2.41E+01,1.34E+04,-0.0108504
2837,2886,8.02E+00,7.14E+03,9.88E-14
2837,3039,8.02E+00,5.43E+03,-8.89E-15
2838,3039,1.04E+01,-4.42E+03,-8.77E-15
2838,3040,1.04E+01,-5.62E+03,6.28E-15
2839,3040,1.04E+01,-5.93E+03,6.32E-15
2839,3041,1.04E+01,-4.84E+03,1.37E-14
2840,3041,7.96E+00,4.28E+03,1.37E-14
2840,3038,7.96E+00,5.86E+03,-5.40E-14
2841,3014,5.26E+01,1.84E+04,-0.0115253
2841,3046,5.26E+01,1.52E+04,7.10E-03
2842,3046,4.75E+01,1.15E+03,7.10E-03
2842,3047,47.472,-989.532,1.12E-03
2843,3047,4.47E+01,-1.04E+04,1.12E-03
2843,3048,4.47E+01,-1.20E+04,1.36E-03
2844,3048,4.33E+01,-1.83E+04,1.36E-03
2844,3038,4.33E+01,-1.92E+04,8.17E-04
2861,2910,7.78E+00,1.19E+04,-0.0536254
2861,3063,7.78E+00,8.14E+03,0.0310098
2862,3063,9.95E+00,-8.06E+03,0.030963
2862,3064,9.95E+00,-9.51E+03,-7.80E-03
2863,3064,9.95E+00,-9.91E+03,-7.80E-03
2863,3065,9.95E+00,-8.60E+03,0.0326077
2864,3065,7.48E+00,6.95E+03,0.032656
2864,3062,7.48E+00,1.06E+04,-0.0557148
2865,3038,4.33E+01,-1.92E+04,8.17E-04
2865,3070,4.33E+01,-1.83E+04,1.36E-03
2866,3070,4.47E+01,-1.20E+04,1.36E-03
2866,3071,4.47E+01,-1.04E+04,1.12E-03
2867,3071,47.472,-989.532,1.12E-03
2867,3072,4.75E+01,1.15E+03,7.10E-03
2868,3072,5.26E+01,1.52E+04,7.10E-03
2868,3062,5.26E+01,1.84E+04,-0.0115253
2885,2934,3.77E+00,6.57E+03,-0.0634373
2885,3087,3.77E+00,4.97E+03,0.0199958
2886,3087,1.23E+01,-4.12E+03,0.0199059
2886,3088,1.23E+01,-5.22E+03,0.0249132
2887,3088,1.23E+01,-5.50E+03,0.0249123
2887,3089,1.23E+01,-4.49E+03,0.0197785
2888,3089,3.99E+00,3.91E+03,0.0198648
2888,3086,3.99E+00,5.38E+03,-0.0610391
2889,3062,2.41E+01,1.34E+04,-0.0108504
2889,3094,2.41E+01,1.04E+04,7.12E-03
2890,3094,3.14E+01,-3.23E+03,7.11E-03
2890,3095,3.14E+01,-5.37E+03,1.58E-03
2891,3095,3.88E+01,-1.49E+04,1.58E-03
2891,3096,3.88E+01,-1.65E+04,2.33E-03
2892,3096,4.77E+01,-2.29E+04,2.33E-03
2892,3086,4.77E+01,-2.39E+04,-1.61E-03
2909,2958,2.41E+01,7.15E+03,-0.481279
2909,3111,2.41E+01,4.34E+03,0.29559
2910,3111,-1.02E+01,-4.03E+03,0.2954
2910,3112,-1.02E+01,-5.83E+03,-0.109268
2911,3112,-1.09E+01,-6.02E+03,-0.109271
2911,3113,-1.09E+01,-4.30E+03,0.299978
2912,3113,2.20E+01,3.80E+03,0.300166
2912,3110,2.20E+01,6.61E+03,-0.481987
2913,3086,6.04E+01,-2.42E+04,5.81E-03
2913,3118,6.04E+01,-2.34E+04,8.08E-04
2914,3118,7.91E+01,-1.78E+04,8.11E-04
2914,3119,7.91E+01,-1.64E+04,9.34E-05
2915,3119,1.06E+02,-7.75E+03,9.30E-05
2915,3120,1.06E+02,-5.80E+03,0.0141555
2916,3120,1.44E+02,7.92E+03,0.0141651
2916,3110,1.44E+02,1.11E+04,-0.0195892
2933,2982,4.31E+00,3.95E+03,0.0684553
2933,3135,4.31E+00,2.02E+03,-0.0223764
2934,3135,1.30E+01,-9.30E+03,-0.0222778
2934,3136,1.30E+01,-1.08E+04,-0.0266499
2935,3136,1.15E+01,-1.41E+04,-0.0266439
2935,3137,1.15E+01,-1.36E+04,-0.0291373
2936,3137,-3.61E-01,-6.88E+03,-0.0292477
2936,3134,-3.61E-01,-5.22E+03,0.0834179
2937,3142,1.51E+02,7.51E+03,0.426466
2937,3143,1.51E+02,5.34E+03,-0.120471
2938,3143,1.16E+02,-853.78,-0.120392
2938,3144,1.16E+02,-2.49E+03,0.0501528
2939,3144,9.10E+01,-7.10E+03,0.0501545
2939,3145,9.10E+01,-8.31E+03,2.75E-03
2940,3145,7.25E+01,-1.15E+04,2.78E-03
2940,3134,7.25E+01,-1.22E+04,-0.0405227
2941,2990,2.58E+01,5.79E+03,0.501315
2941,3150,2.58E+01,2.18E+03,-0.304361
2942,3150,-1.14E+01,-7.95E+03,-0.30416
2942,3151,-1.14E+01,-1.02E+04,0.104294
2943,3151,-1.22E+01,-1.19E+04,0.104292
2943,3152,-1.22E+01,-1.11E+04,-0.29799
2944,3152,2.81E+01,-2.96E+03,-0.298178
2944,3142,28.0814,224.414,0.42669
2961,3014,9.00E+00,9.33E+03,0.0563487
2961,3167,9.00E+00,5.03E+03,-0.0323659
2962,3167,1.15E+01,-1.35E+04,-0.0323153
2962,3168,1.15E+01,-1.51E+04,3.28E-03
2963,3168,1.39E+01,-1.83E+04,3.26E-03
2963,3169,1.39E+01,-1.78E+04,-0.0155403
2964,3169,3.50E+01,-5.13E+03,-0.0155789
2964,3166,3.50E+01,-1.43E+03,0.0353297
2965,3134,5.98E+01,-1.24E+04,0.0429173
2965,3174,5.98E+01,-1.15E+04,-0.0502584
2966,3174,5.23E+01,-8.77E+03,-0.0502401
2966,3175,5.23E+01,-7.43E+03,0.0134608
2967,3175,4.93E+01,-3.29E+03,0.0134817
2967,3176,4.93E+01,-1.55E+03,-0.371337
2968,3176,5.17E+01,3.83E+03,-0.37144
2968,3166,5.17E+01,5.96E+03,0.808362
2985,3038,7.67E+00,4.24E+03,-4.21E-14
2985,3191,7.67E+00,2.14E+03,1.13E-14
2986,3191,8.56E+00,-1.03E+04,1.12E-14
2986,3192,8.56E+00,-1.19E+04,7.17E-15
2987,3192,4.34E+00,-1.57E+04,7.17E-15
2987,3193,4.34E+00,-1.52E+04,3.67E-15
2988,3193,-2.13E+00,-7.72E+03,3.67E-15
2988,3190,-2.13E+00,-5.89E+03,-8.17E-15
2989,3166,6.09E+01,8.24E+03,0.843607
2989,3198,6.09E+01,6.09E+03,-0.371638
2990,3198,4.92E+01,477.839,-0.371516
2990,3199,49.2359,-1.26E+03,9.08E-03
2991,3199,4.30E+01,-5.60E+03,9.07E-03
2991,3200,4.30E+01,-6.94E+03,-0.0525776
2992,3200,4.02E+01,-9.99E+03,-0.0525727
2992,3190,4.02E+01,-1.09E+04,-0.0139224
3009,3062,9.00E+00,9.33E+03,-0.0563487
3009,3215,9.00E+00,5.03E+03,0.0323659
3010,3215,1.15E+01,-1.35E+04,0.0323153
3010,3216,1.15E+01,-1.51E+04,-3.28E-03
3011,3216,1.39E+01,-1.83E+04,-3.26E-03
3011,3217,1.39E+01,-1.78E+04,0.0155403
3012,3217,3.50E+01,-5.13E+03,0.0155789
3012,3214,3.50E+01,-1.43E+03,-0.0353297
3013,3190,4.02E+01,-1.09E+04,-0.0139224
3013,3222,4.02E+01,-9.99E+03,-0.0525727
3014,3222,4.30E+01,-6.94E+03,-0.0525776
3014,3223,4.30E+01,-5.60E+03,9.07E-03
3015,3223,4.92E+01,-1.26E+03,9.08E-03
3015,3224,4.92E+01,477.839,-0.371516
3016,3224,6.09E+01,6.09E+03,-0.371638
3016,3214,6.09E+01,8.24E+03,0.843607
3033,3086,4.31E+00,3.95E+03,-0.0684553
3033,3239,4.31E+00,2.02E+03,0.0223764
3034,3239,1.30E+01,-9.30E+03,0.0222778
3034,3240,1.30E+01,-1.08E+04,0.0266499
3035,3240,1.15E+01,-1.41E+04,0.0266439
3035,3241,1.15E+01,-1.36E+04,0.0291373
3036,3241,-3.61E-01,-6.88E+03,0.0292477
3036,3238,-3.61E-01,-5.22E+03,-0.0834179
3037,3214,5.17E+01,5.96E+03,0.808362
3037,3246,5.17E+01,3.83E+03,-0.37144
3038,3246,4.93E+01,-1.55E+03,-0.371337
3038,3247,4.93E+01,-3.29E+03,0.0134817
3039,3247,5.23E+01,-7.43E+03,0.0134608
3039,3248,5.23E+01,-8.77E+03,-0.0502401
3040,3248,5.98E+01,-1.15E+04,-0.0502584
3040,3238,5.98E+01,-1.24E+04,0.0429173
3057,3110,2.58E+01,5.79E+03,-0.501315
3057,3263,2.58E+01,2.18E+03,0.304361
3058,3263,-1.14E+01,-7.95E+03,0.30416
3058,3264,-1.14E+01,-1.02E+04,-0.104294
3059,3264,-1.22E+01,-1.19E+04,-0.104292
3059,3265,-1.22E+01,-1.11E+04,0.29799
3060,3265,2.81E+01,-2.96E+03,0.298178
3060,3262,28.0814,224.414,-0.42669
3061,3238,7.25E+01,-1.22E+04,-0.0405227
3061,3270,7.25E+01,-1.15E+04,2.78E-03
3062,3270,9.10E+01,-8.31E+03,2.75E-03
3062,3271,9.10E+01,-7.10E+03,0.0501545
3063,3271,1.16E+02,-2.49E+03,0.0501528
3063,3272,1.16E+02,-853.78,-0.120392
3064,3272,1.51E+02,5.34E+03,-0.120471
3064,3262,1.51E+02,7.51E+03,0.426466
3081,3.29E+03,-1.09E+03,3.20E+03,3.85436
3081,3.29E+03,-1.09E+03,1.23E+03,-1.94261
3082,3.29E+03,-8.02E+02,-4.28E+03,-1.94171
3082,3.29E+03,-8.02E+02,-5.74E+03,0.241149
3083,3.29E+03,-6.02E+02,-9.78E+03,0.241143
3083,3.29E+03,-6.02E+02,-1.08E+04,-0.160228
3084,3.29E+03,-4.60E+02,-1.35E+04,-0.160023
3084,3.29E+03,-4.60E+02,-1.41E+04,-0.498632
3085,3287,-1.03E+01,-5.46E+03,-0.617594
3085,3296,-1.03E+01,-7.19E+03,0.230712
3086,3296,-1.17E+02,-1.42E+04,0.22989
3086,3297,-1.17E+02,-1.46E+04,0.220849
3087,3297,-1.45E+02,-1.12E+04,0.220926
3087,3298,-1.45E+02,-9.69E+03,0.18884
3088,3298,-7.72E+01,1.77E+03,0.189727
3088,3295,-77.1572,3.70E+03,-0.626393
3089,3.30E+03,-1.31E+03,3.45E+03,-0.126327
3089,3.30E+03,-1.31E+03,749.381,0.112241
3090,3.30E+03,-9.56E+02,-1.09E+04,0.112155
3090,3.31E+03,-9.56E+02,-1.26E+04,2.04E-03
3091,3.31E+03,-7.11E+02,-2.00E+04,2.03E-03
3091,3.31E+03,-7.11E+02,-2.12E+04,0.0106934
3092,3.31E+03,-5.39E+02,-2.58E+04,0.0106642
3092,3.30E+03,-5.39E+02,-2.64E+04,0.0278404
3093,3286,-377.639,-2.16E+03,-3.85422
3093,3311,-3.78E+02,-5.13E+03,2.28523
3094,3311,1.36E+01,-1.24E+04,2.28353
3094,3312,1.36E+01,-1.30E+04,-0.865469
3095,3312,3.92E+01,-1.10E+04,-0.865672
3095,3313,3.92E+01,-8.56E+03,2.73418
3096,3313,-2.89E+02,2.27E+03,2.73602
3096,3303,-2.89E+02,6.47E+03,-4.55714
3113,3327,-3.70E+02,7.59E+03,-11.0032
3113,3328,-3.70E+02,5.10E+03,5.06092
3114,3328,-3.14E+02,-1.08E+03,5.05946
3114,3329,-3.14E+02,-3.08E+03,-0.134559
3115,3329,-3.17E+02,-7.81E+03,-0.134325
3115,3330,-3.17E+02,-9.37E+03,0.624649
3116,3330,-3.66E+02,-1.27E+04,0.624737
3116,3287,-3.66E+02,-1.38E+04,-0.11912
3117,3.33E+03,-5.05E+02,-4.48E+03,-0.415995
3117,3.34E+03,-5.05E+02,-7.63E+03,0.258985
3118,3336,-1.94E+02,-1.87E+04,0.258585
3118,3337,-1.94E+02,-1.92E+04,-0.0774193
3119,3337,-1.51E+02,-1.56E+04,-0.0774954
3119,3338,-1.51E+02,-1.39E+04,0.363875
3120,3338,-128.455,5.17E+03,0.364429
3120,3335,-1.28E+02,9.54E+03,-0.638253
3121,3295,-4.21E+02,-2.52E+04,-3.28E-03
3121,3343,-4.21E+02,-2.41E+04,0.0167342
3122,3343,-3.36E+02,-1.69E+04,0.0167455
3122,3344,-3.36E+02,-1.52E+04,2.25E-03
3123,3344,-2.60E+02,-4.84E+03,2.26E-03
3123,3345,-2.60E+02,-2.54E+03,0.153073
3124,3345,-1.84E+02,1.21E+04,0.153181
3124,3335,-183.504,1.54E+04,-0.320447
3141,3.33E+03,-584.881,8.92E+03,11.4191
3141,3.36E+03,-5.85E+02,6.60E+03,-4.98568
3142,3360,-4.34E+02,692.948,-4.98406
3142,3361,-4.34E+02,-1.13E+03,0.138839
3143,3361,-3.52E+02,-5.61E+03,0.138677
3143,3362,-3.52E+02,-7.01E+03,-0.637587
3144,3362,-3.16E+02,-1.02E+04,-0.63751
3144,3359,-3.16E+02,-1.11E+04,-0.291537
3145,3359,2.40E+00,-6.32E+03,-7.14E-14
3145,3368,2.40E+00,-8.26E+03,2.42E-13
3146,3368,-7.64E+01,-1.62E+04,2.42E-13
3146,3369,-7.64E+01,-1.66E+04,1.27E-13
3147,3369,-1.21E+02,-1.26E+04,1.28E-13
3147,3370,-1.21E+02,-1.09E+04,1.88E-13
3148,3370,-1.06E+02,2.08E+03,1.89E-13
3148,3367,-1.06E+02,4.24E+03,-7.48E-13
3149,3.34E+03,-5.13E+02,1.84E+04,-0.33356
3149,3.38E+03,-5.13E+02,1.52E+04,0.156426
3150,3375,-4.56E+02,1.15E+03,0.1563
3150,3376,-4.56E+02,-993.67,1.65E-03
3151,3376,-4.25E+02,-1.05E+04,1.62E-03
3151,3377,-4.25E+02,-1.21E+04,0.0142042
3152,3377,-4.09E+02,-1.84E+04,0.0141739
3152,3367,-4.09E+02,-1.94E+04,0.0140556
3169,3.39E+03,-5.85E+02,8.92E+03,-11.4191
3169,3.39E+03,-5.85E+02,6.60E+03,4.98568
3170,3.39E+03,-4.34E+02,692.948,4.98406
3170,3.39E+03,-4.34E+02,-1.13E+03,-0.138839
3171,3393,-3.52E+02,-5.61E+03,-0.138677
3171,3394,-3.52E+02,-7.01E+03,0.637587
3172,3394,-3.16E+02,-1.02E+04,0.63751
3172,3359,-3.16E+02,-1.11E+04,0.291537
3173,3391,-5.05E+02,-4.48E+03,0.415995
3173,3400,-5.05E+02,-7.63E+03,-0.258985
3174,3400,-1.94E+02,-1.87E+04,-0.258585
3174,3401,-1.94E+02,-1.92E+04,0.0774193
3175,3401,-1.51E+02,-1.56E+04,0.0774954
3175,3402,-1.51E+02,-1.39E+04,-0.363875
3176,3402,-128.455,5.17E+03,-0.364429
3176,3399,-1.28E+02,9.54E+03,0.638253
3177,3367,-4.09E+02,-1.94E+04,0.0140556
3177,3407,-4.09E+02,-1.84E+04,0.0141739
3178,3407,-4.25E+02,-1.21E+04,0.0142042
3178,3408,-4.25E+02,-1.05E+04,1.62E-03
3179,3.41E+03,-4.56E+02,-993.67,1.65E-03
3179,3.41E+03,-4.56E+02,1.15E+03,0.1563
3180,3.41E+03,-5.13E+02,1.52E+04,0.156426
3180,3.40E+03,-5.13E+02,1.84E+04,-0.33356
3197,3391,-3.70E+02,7.59E+03,11.0032
3197,3424,-3.70E+02,5.10E+03,-5.06092
3198,3424,-3.14E+02,-1.08E+03,-5.05946
3198,3425,-3.14E+02,-3.08E+03,0.134559
3199,3425,-3.17E+02,-7.81E+03,0.134325
3199,3426,-3.17E+02,-9.37E+03,-0.624649
3200,3426,-3.66E+02,-1.27E+04,-0.624737
3200,3423,-3.66E+02,-1.38E+04,0.11912
3201,3423,-1.03E+01,-5.46E+03,0.617594
3201,3432,-1.03E+01,-7.19E+03,-0.230712
3202,3432,-1.17E+02,-1.42E+04,-0.22989
3202,3433,-1.17E+02,-1.46E+04,-0.220849
3203,3433,-1.45E+02,-1.12E+04,-0.220926
3203,3434,-1.45E+02,-9.69E+03,-0.18884
3204,3434,-7.72E+01,1.77E+03,-0.189727
3204,3431,-77.1572,3.70E+03,0.626393
3205,3399,-1.84E+02,1.54E+04,-0.320447
3205,3439,-1.84E+02,1.21E+04,0.153181
3206,3439,-2.60E+02,-2.54E+03,0.153073
3206,3440,-2.60E+02,-4.84E+03,2.26E-03
3207,3440,-3.36E+02,-1.52E+04,2.25E-03
3207,3441,-3.36E+02,-1.69E+04,0.0167455
3208,3441,-4.21E+02,-2.41E+04,0.0167342
3208,3431,-4.21E+02,-2.52E+04,-3.28E-03
3225,3.46E+03,-1.09E+03,3.20E+03,-3.85436
3225,3.46E+03,-1.09E+03,1.23E+03,1.94261
3226,3.46E+03,-8.02E+02,-4.28E+03,1.94171
3226,3.46E+03,-8.02E+02,-5.74E+03,-0.241149
3227,3.46E+03,-6.02E+02,-9.78E+03,-0.241143
3227,3.46E+03,-6.02E+02,-1.08E+04,0.160228
3228,3458,-4.60E+02,-1.35E+04,0.160023
3228,3423,-4.60E+02,-1.41E+04,0.498632
3229,3455,-377.639,-2.16E+03,3.85422
3229,3464,-3.78E+02,-5.13E+03,-2.28523
3230,3464,1.36E+01,-1.24E+04,-2.28353
3230,3465,1.36E+01,-1.30E+04,0.865469
3231,3465,3.92E+01,-1.10E+04,0.865672
3231,3466,3.92E+01,-8.56E+03,-2.73418
3232,3466,-288.636,2.27E+03,-2.73602
3232,3463,-2.89E+02,6.47E+03,4.55714
3233,3431,-5.39E+02,-2.64E+04,0.0278404
3233,3471,-5.39E+02,-2.58E+04,0.0106642
3234,3.47E+03,-7.11E+02,-2.12E+04,0.0106934
3234,3.47E+03,-7.11E+02,-2.00E+04,2.03E-03
3235,3.47E+03,-9.56E+02,-1.26E+04,2.04E-03
3235,3.47E+03,-9.56E+02,-1.09E+04,0.112155
3236,3.47E+03,-1.31E+03,749.381,0.112241
3236,3.46E+03,-1.31E+03,3.45E+03,-0.126327
3253,3295,-76.6448,5.35E+03,-0.595282
3253,3488,-76.6448,3.93E+03,0.184942
3254,3488,-1.51E+02,-4.19E+03,0.184109
3254,3489,-1.51E+02,-5.17E+03,0.228519
3255,3489,-1.50E+02,-4.98E+03,0.228517
3255,3490,-1.50E+02,-3.93E+03,0.185239
3256,3490,-7.48E+01,4.78E+03,0.186067
3256,3487,-7.48E+01,6.32E+03,-0.589798
3257,3.50E+03,-1.27E+03,3.30E+03,-7.22E-13
3257,3.50E+03,-1.27E+03,664.035,1.78E-14
3258,3.50E+03,-9.32E+02,-1.06E+04,1.87E-14
3258,3.50E+03,-9.32E+02,-1.22E+04,1.07E-13
3259,3.50E+03,-6.93E+02,-1.94E+04,1.06E-13
3259,3.50E+03,-6.93E+02,-2.05E+04,9.14E-14
3260,3498,-5.27E+02,-2.50E+04,9.11E-14
3260,3487,-5.27E+02,-2.56E+04,5.66E-13
3261,3303,-2.56E+02,7.51E+03,-4.43105
3261,3503,-256.444,4.19E+03,2.74167
3262,3503,5.13E+01,-4.36E+03,2.73993
3262,3504,5.13E+01,-6.05E+03,-0.997363
3263,3504,4.82E+01,-5.98E+03,-0.997342
3263,3505,4.82E+01,-4.29E+03,2.69239
3264,3505,-2.63E+02,4.24E+03,2.69412
3264,3495,-2.63E+02,7.47E+03,-4.38899
3281,3335,-9.27E+01,1.11E+04,-0.625181
3281,3520,-92.7093,7.33E+03,0.366778
3282,3520,-1.23E+02,-8.58E+03,0.36625
3282,3521,-1.23E+02,-9.93E+03,-0.103564
3283,3521,-1.25E+02,-9.61E+03,-0.103555
3283,3522,-1.25E+02,-8.16E+03,0.351984
3284,3522,-1.05E+02,8.18E+03,0.352489
3284,3519,-1.05E+02,1.19E+04,-0.598453
3285,3487,-4.12E+02,-2.44E+04,1.24E-13
3285,3527,-4.12E+02,-2.34E+04,9.96E-14
3286,3527,-3.30E+02,-1.65E+04,9.87E-14
3286,3528,-3.30E+02,-1.48E+04,1.14E-13
3287,3528,-2.60E+02,-4.91E+03,1.14E-13
3287,3529,-2.60E+02,-2.72E+03,-8.88E-13
3288,3529,-1.86E+02,1.15E+04,-8.89E-13
3288,3519,-1.86E+02,1.47E+04,1.71E-12
3305,3367,-104.784,6.07E+03,-4.05E-13
3305,3544,-104.784,4.50E+03,6.55E-14
3306,3544,-1.29E+02,-4.65E+03,6.51E-14
3306,3545,-1.29E+02,-5.75E+03,1.16E-13
3307,3545,-1.29E+02,-5.54E+03,1.16E-13
3307,3546,-1.29E+02,-4.37E+03,8.98E-14
3308,3546,-1.04E+02,5.36E+03,9.02E-14
3308,3543,-1.04E+02,7.04E+03,-2.40E-13
3309,3.52E+03,-4.96E+02,1.76E+04,1.58E-12
3309,3.55E+03,-4.96E+02,1.45E+04,-8.98E-13
3310,3551,-4.42E+02,1.04E+03,-8.98E-13
3310,3552,-4.42E+02,-9.66E+02,1.02E-13
3311,3552,-4.11E+02,-9.89E+03,1.02E-13
3311,3553,-4.11E+02,-1.14E+04,3.22E-14
3312,3553,-3.97E+02,-1.74E+04,3.21E-14
3312,3543,-3.97E+02,-1.83E+04,2.51E-13
3329,3399,-9.27E+01,1.11E+04,0.625181
3329,3568,-9.27E+01,7.33E+03,-0.366778
3330,3568,-1.23E+02,-8.58E+03,-0.36625
3330,3569,-1.23E+02,-9.93E+03,0.103564
3331,3569,-1.25E+02,-9.61E+03,0.103555
3331,3570,-1.25E+02,-8.16E+03,-0.351984
3332,3570,-1.05E+02,8.18E+03,-0.352489
3332,3567,-1.05E+02,1.19E+04,0.598453
3333,3543,-3.97E+02,-1.83E+04,4.34E-13
3333,3575,-3.97E+02,-1.74E+04,9.61E-14
3334,3575,-4.11E+02,-1.14E+04,9.64E-14
3334,3576,-4.11E+02,-9.89E+03,-3.53E-15
3335,3576,-4.42E+02,-9.66E+02,-3.42E-15
3335,3577,-4.42E+02,1.04E+03,7.04E-13
3336,3.58E+03,-4.96E+02,1.45E+04,7.10E-13
3336,3.57E+03,-4.96E+02,1.76E+04,-2.04E-12
3353,3431,-7.66E+01,5.35E+03,0.595282
3353,3592,-76.6448,3.93E+03,-0.184942
3354,3592,-1.51E+02,-4.19E+03,-0.184109
3354,3593,-1.51E+02,-5.17E+03,-0.228519
3355,3593,-1.50E+02,-4.98E+03,-0.228517
3355,3594,-1.50E+02,-3.93E+03,-0.185239
3356,3594,-7.48E+01,4.78E+03,-0.186067
3356,3591,-7.48E+01,6.32E+03,0.589798
3357,3567,-1.86E+02,1.47E+04,-1.87E-12
3357,3599,-1.86E+02,1.15E+04,7.20E-13
3358,3599,-2.60E+02,-2.72E+03,7.20E-13
3358,3600,-2.60E+02,-4.91E+03,4.49E-14
3359,3600,-3.30E+02,-1.48E+04,4.37E-14
3359,3601,-3.30E+02,-1.65E+04,2.64E-13
3360,3601,-4.12E+02,-2.34E+04,2.64E-13
3360,3591,-4.12E+02,-2.44E+04,1.16E-13
3377,3463,-2.56E+02,7.51E+03,4.43105
3377,3616,-2.56E+02,4.19E+03,-2.74167
3378,3616,5.13E+01,-4.36E+03,-2.73993
3378,3617,5.13E+01,-6.05E+03,0.997363
3379,3617,4.82E+01,-5.98E+03,0.997342
3379,3618,4.82E+01,-4.29E+03,-2.69239
3380,3618,-2.63E+02,4.24E+03,-2.69412
3380,3615,-2.63E+02,7.47E+03,4.38899
3381,3591,-5.27E+02,-2.56E+04,7.34E-13
3381,3623,-5.27E+02,-2.50E+04,1.10E-13
3382,3.62E+03,-6.93E+02,-2.05E+04,1.10E-13
3382,3.62E+03,-6.93E+02,-1.94E+04,1.25E-13
3383,3.62E+03,-9.32E+02,-1.22E+04,1.25E-13
3383,3.63E+03,-9.32E+02,-1.06E+04,3.06E-13
3384,3.63E+03,-1.27E+03,664.035,3.07E-13
3384,3.62E+03,-1.27E+03,3.30E+03,-1.18E-12
3401,3487,-7.48E+01,6.32E+03,-0.589798
3401,3640,-7.48E+01,4.78E+03,0.186067
3402,3640,-1.50E+02,-3.93E+03,0.185239
3402,3641,-1.50E+02,-4.98E+03,0.228517
3403,3641,-1.51E+02,-5.17E+03,0.228519
3403,3642,-1.51E+02,-4.19E+03,0.184109
3404,3642,-76.6448,3.93E+03,0.184942
3404,3639,-7.66E+01,5.35E+03,-0.595282
3405,3.65E+03,-1.31E+03,3.45E+03,0.126327
3405,3.65E+03,-1.31E+03,749.381,-0.112241
3406,3.65E+03,-9.56E+02,-1.09E+04,-0.112155
3406,3.65E+03,-9.56E+02,-1.26E+04,-2.04E-03
3407,3.65E+03,-7.11E+02,-2.00E+04,-2.03E-03
3407,3.65E+03,-7.11E+02,-2.12E+04,-0.0106934
3408,3650,-5.39E+02,-2.58E+04,-0.0106642
3408,3639,-5.39E+02,-2.64E+04,-0.0278404
3409,3495,-2.63E+02,7.47E+03,-4.38899
3409,3655,-2.63E+02,4.24E+03,2.69412
3410,3655,4.82E+01,-4.29E+03,2.69239
3410,3656,4.82E+01,-5.98E+03,-0.997342
3411,3656,5.13E+01,-6.05E+03,-0.997363
3411,3657,5.13E+01,-4.36E+03,2.73993
3412,3657,-2.56E+02,4.19E+03,2.74167
3412,3647,-2.56E+02,7.51E+03,-4.43105
3429,3519,-1.05E+02,1.19E+04,-0.598453
