Element,Node,Fx[N],Mx[N.m],My[N.m],Mz[N.m]
1863,1998,-14.6705,-1.55832,-2.33E+04,0.0863531
1863,1999,-14.6705,-1.55832,-1.80E+04,-0.271166
1864,1999,15.8604,2.43706,6.01E+03,-0.271337
1864,1989,15.8604,2.43706,1.48E+04,0.423794
1881,2013,15.035,-5.75198,1.60E+04,0.801916
1881,2014,15.035,-5.75198,1.08E+04,-0.41485
1882,2014,21.4523,3.32013,-2.32E+03,-0.414747
1882,2015,21.4523,3.32013,-6.55E+03,4.24E-03
1883,2015,30.3568,2.78153,-1.66E+04,4.22E-03
1883,2016,30.3568,2.78153,-1.99E+04,-0.0572069
1884,2016,41.7663,6.27365,-2.67E+04,-0.0572287
1884,1973,41.7663,6.27365,-2.88E+04,0.0497794
1885,2013,36.2187,-0.908336,-3.77E+03,0.137526
1885,2022,36.2187,-0.908336,-1.19E+04,-0.104902
1886,2022,13.777,-0.35373,-3.98E+04,-0.10479
1886,2023,13.777,-0.35373,-4.07E+04,0.0484096
1887,2023,9.80301,0.138248,-3.32E+04,0.0484398
1887,2024,9.80301,0.138248,-2.96E+04,-0.153362
1888,2024,-2.91269,0.567153,1.26E+04,-0.153563
1888,2021,-2.91269,0.567153,2.24E+04,0.251094
1889,1981,31.0623,-0.110272,-5.38E+04,0.0161838
1889,2029,31.0623,-0.110272,-5.15E+04,0.0110418
1890,2029,15.7468,-0.297578,-3.60E+04,0.0110507
1890,2030,15.7468,-0.297578,-3.23E+04,-6.86E-03
1891,2030,-2.21328,0.872931,-9.88E+03,-6.87E-03
1891,2031,-2.21328,0.872931,-4.86E+03,0.130853
1892,2031,-26.2733,-0.592151,2.70E+04,0.130933
1892,2021,-26.2733,-0.592151,3.42E+04,-0.292963
1909,2013,113.544,8.86243,2.07E+04,-0.93936
1909,2046,113.544,8.86243,1.55E+04,0.369503
1910,2046,92.5586,-1.2798,2.23E+03,0.369369
1910,2047,92.5586,-1.2798,-1.88E+03,-0.0202033
1911,2047,80.5259,-0.0487033,-1.21E+04,-0.0201928
1911,2048,80.5259,-0.0487033,-1.52E+04,0.0538447
1912,2048,74.9331,-2.84109,-2.23E+04,0.0538397
1912,2045,74.9331,-2.84109,-2.43E+04,9.88E-03
1913,2045,-2.22645,-9.62E-12,-1.30E+04,-2.13E-14
1913,2054,-2.22645,-9.62E-12,-1.71E+04,-1.75E-14
1914,2054,9.81333,-8.07E-12,-3.36E+04,-2.46E-14
1914,2055,9.81333,-8.07E-12,-3.46E+04,-2.40E-14
1915,2055,13.5778,-2.62E-12,-2.59E+04,-1.95E-14
1915,2056,13.5778,-2.62E-12,-2.23E+04,-4.02E-14
1916,2056,6.48522,4.69E-12,5.80E+03,-4.05E-14
1916,2053,6.48522,4.69E-12,1.05E+04,1.95E-13
1917,2021,123.998,0.294354,4.37E+04,-0.287035
1917,2061,123.998,0.294354,3.63E+04,0.129379
1918,2061,102.663,-1.37161,4.31E+03,0.129305
1918,2062,102.663,-1.37161,-580.159,-6.57E-03
1919,2062,90.5405,0.062277,-2.22E+04,-6.56E-03
1919,2063,90.5405,0.062277,-2.58E+04,0.0124386
1920,2063,84.7373,1.98E-04,-4.04E+04,0.0124366
1920,2053,84.7373,1.98E-04,-4.25E+04,8.09E-03
1937,2077,113.544,-8.86243,2.07E+04,0.93936
1937,2078,113.544,-8.86243,1.55E+04,-0.369503
1938,2078,92.5586,1.2798,2.23E+03,-0.369369
1938,2079,92.5586,1.2798,-1.88E+03,0.0202033
1939,2079,80.5259,0.0487033,-1.21E+04,0.0201928
1939,2080,80.5259,0.0487033,-1.52E+04,-0.0538447
1940,2080,74.9331,2.84109,-2.23E+04,-0.0538397
1940,2045,74.9331,2.84109,-2.43E+04,-9.88E-03
1941,2077,36.2187,0.908336,-3.77E+03,-0.137526
1941,2086,36.2187,0.908336,-1.19E+04,0.104902
1942,2086,13.777,0.35373,-3.98E+04,0.10479
1942,2087,13.777,0.35373,-4.07E+04,-0.0484096
1943,2087,9.80301,-0.138248,-3.32E+04,-0.0484398
1943,2088,9.80301,-0.138248,-2.96E+04,0.153362
1944,2088,-2.91269,-0.567153,1.26E+04,0.153563
1944,2085,-2.91269,-0.567153,2.24E+04,-0.251094
1945,2053,84.7373,-1.98E-04,-4.25E+04,8.09E-03
1945,2093,84.7373,-1.98E-04,-4.04E+04,0.0124366
1946,2093,90.5405,-0.062277,-2.58E+04,0.0124386
1946,2094,90.5405,-0.062277,-2.22E+04,-6.56E-03
1947,2094,102.663,1.37161,-580.159,-6.57E-03
1947,2095,102.663,1.37161,4.31E+03,0.129305
1948,2095,123.998,-0.294354,3.63E+04,0.129379
1948,2085,123.998,-0.294354,4.37E+04,-0.287035
1965,2077,15.035,5.75198,1.60E+04,-0.801916
1965,2110,15.035,5.75198,1.08E+04,0.41485
1966,2110,21.4523,-3.32013,-2.32E+03,0.414747
1966,2111,21.4523,-3.32013,-6.55E+03,-4.24E-03
1967,2111,30.3568,-2.78153,-1.66E+04,-4.22E-03
1967,2112,30.3568,-2.78153,-1.99E+04,0.0572069
1968,2112,41.7663,-6.27365,-2.67E+04,0.0572287
1968,2109,41.7663,-6.27365,-2.88E+04,-0.0497794
1969,2109,-1.2445,2.69757,-1.15E+04,-0.0950405
1969,2118,-1.2445,2.69757,-1.52E+04,0.0354589
1970,2118,6.976,1.41165,-3.01E+04,0.0353339
1970,2119,6.976,1.41165,-3.11E+04,0.0312193
1971,2119,10.1603,-0.157712,-2.34E+04,0.0312291
1971,2120,10.1603,-0.157712,-2.01E+04,0.0288961
1972,2120,7.57281,-0.378286,5.26E+03,0.0290229
1972,2117,7.57281,-0.378286,9.58E+03,-0.0895275
1973,2085,-26.2733,0.592151,3.42E+04,-0.292963
1973,2125,-26.2733,0.592151,2.70E+04,0.130933
1974,2125,-2.21328,-0.872931,-4.86E+03,0.130853
1974,2126,-2.21328,-0.872931,-9.88E+03,-6.87E-03
1975,2126,15.7468,0.297578,-3.23E+04,-6.86E-03
1975,2127,15.7468,0.297578,-3.60E+04,0.0110507
1976,2127,31.0623,0.110272,-5.15E+04,0.0110418
1976,2117,31.0623,0.110272,-5.38E+04,0.0161838
1993,2141,127.943,-19.5806,1.57E+04,0.357724
1993,2142,127.943,-19.5806,1.07E+04,-0.0844367
1994,2142,97.5988,-5.09541,-3.35E+03,-0.0843736
1994,2143,97.5988,-5.09541,-7.11E+03,0.0456206
1995,2143,74.4104,-5.6066,-1.74E+04,0.045622
1995,2144,74.4104,-5.6066,-2.02E+04,5.93E-03
1996,2144,56.1783,-2.55592,-2.72E+04,5.96E-03
1996,2109,56.1783,-2.55592,-2.88E+04,-0.0452852
1997,2141,20.5422,8.23632,72.4419,-0.357219
1997,2150,20.5422,8.23632,-7.38E+03,0.254915
1998,2150,-14.8078,2.32529,-2.56E+04,0.254754
1998,2151,-14.8078,2.32529,-2.75E+04,-0.0863454
1999,2151,-14.6705,1.55832,-2.33E+04,-0.0863531
1999,2152,-14.6705,1.55832,-1.80E+04,0.271166
2000,2152,15.8604,-2.43706,6.01E+03,0.271337
2000,2149,15.8604,-2.43706,1.48E+04,-0.423794
2001,2117,47.2687,-0.129402,-5.52E+04,1.15E-03
2001,2157,47.2687,-0.129402,-5.35E+04,0.0108504
2002,2157,67.2367,-0.394506,-4.13E+04,0.010847
2002,2158,67.2367,-0.394506,-3.82E+04,4.43E-03
2003,2158,93.7451,0.917175,-1.92E+04,4.42E-03
2003,2159,93.7451,0.917175,-1.49E+04,0.0615825
2004,2159,130.039,-0.593573,1.53E+04,0.0616168
2004,2149,130.039,-0.593573,2.23E+04,-0.0630371
2021,1981,9.05822,-0.319344,1.28E+04,0.0745001
2021,2174,9.05822,-0.319344,9.49E+03,-0.0249918
2022,2174,15.1469,-0.311864,-9.32E+03,-0.0248867
2022,2175,15.1469,-0.311864,-1.16E+04,-0.0317323
2023,2175,15.9806,0.525695,-1.13E+04,-0.0317353
2023,2176,15.9806,0.525695,-8.90E+03,-0.0267491
2024,2176,10.8824,0.405819,1.09E+04,-0.0268721
2024,2173,10.8824,0.405819,1.45E+04,0.0883588
2025,2181,143.704,1.65E-12,2.14E+04,-8.65E-13
2025,2182,143.704,1.65E-12,1.46E+04,7.48E-13
2026,2182,103.864,-1.29E-13,-1.46E+04,7.48E-13
2026,2183,103.864,-1.29E-13,-1.87E+04,4.21E-14
2027,2183,74.9321,4.11E-12,-3.70E+04,4.21E-14
2027,2184,74.9321,4.11E-12,-3.99E+04,1.05E-13
2028,2184,53.4224,3.59E-12,-5.18E+04,1.04E-13
2028,2173,53.4224,3.59E-12,-5.34E+04,1.16E-13
2029,1989,34.3429,-2.95803,1.66E+04,0.486689
2029,2189,34.3429,-2.95803,9.61E+03,-0.283633
2030,2189,-3.74482,-0.52504,-9.64E+03,-0.283437
2030,2190,-3.74482,-0.52504,-1.37E+04,0.102452
2031,2190,-4.50316,1.02585,-1.35E+04,0.102461
2031,2191,-4.50316,1.02585,-9.40E+03,-0.304396
2032,2191,32.8252,3.0628,9.98E+03,-0.3046
2032,2181,32.8252,3.0628,1.68E+04,0.505278
2049,2021,24.23,-0.316606,2.50E+04,0.245149
2049,2206,24.23,-0.316606,1.66E+04,-0.155311
2050,2206,17.6947,-0.115806,-1.88E+04,-0.155125
2050,2207,17.6947,-0.115806,-2.18E+04,0.0612213
2051,2207,16.2979,0.203411,-2.12E+04,0.0612176
2051,2208,16.2979,0.203411,-1.80E+04,-0.152246
2052,2208,12.89,0.402494,1.82E+04,-0.152434
2052,2205,12.89,0.402494,2.66E+04,0.245218
2053,2173,36.2914,-2.79E-12,-5.20E+04,1.25E-13
2053,2213,36.2914,-2.79E-12,-4.98E+04,1.56E-13
2054,2213,20.4796,-8.31E-12,-3.50E+04,1.57E-13
2054,2214,20.4796,-8.31E-12,-3.14E+04,-5.99E-14
2055,2214,2.36188,1.76E-12,-9.94E+03,-6.00E-14
2055,2215,2.36188,1.76E-12,-5.17E+03,1.63E-12
2056,2215,-21.691,1.52E-12,2.57E+04,1.63E-12
2056,2205,-21.691,1.52E-12,3.28E+04,-3.61E-12
2073,2053,7.99384,2.46E-12,1.41E+04,1.31E-13
2073,2230,7.99384,2.46E-12,1.05E+04,-3.87E-14
2074,2230,18.7085,-7.54E-13,-1.00E+04,-3.25E-14
2074,2231,18.7085,-7.54E-13,-1.25E+04,-5.00E-14
2075,2231,19.3373,8.76E-13,-1.22E+04,-5.25E-14
2075,2232,19.3373,8.76E-13,-9.61E+03,-3.87E-14
2076,2232,9.9631,3.47E-12,1.19E+04,-3.89E-14
2076,2229,9.9631,3.47E-12,1.57E+04,8.48E-14
2077,2205,124.389,2.78E-12,4.18E+04,-3.55E-12
2077,2237,124.389,2.78E-12,3.46E+04,1.62E-12
2078,2237,103.259,3.61E-12,3.96E+03,1.62E-12
2078,2238,103.259,3.61E-12,-616.876,-8.60E-14
2079,2238,91.2343,1.50E-12,-2.10E+04,-8.59E-14
2079,2239,91.2343,1.50E-12,-2.45E+04,1.23E-13
2080,2239,85.4571,8.90E-13,-3.82E+04,1.23E-13
2080,2229,85.4571,8.90E-13,-4.02E+04,8.92E-14
2097,2085,24.23,0.316606,2.50E+04,-0.245149
2097,2254,24.23,0.316606,1.66E+04,0.155311
2098,2254,17.6947,0.115806,-1.88E+04,0.155125
2098,2255,17.6947,0.115806,-2.18E+04,-0.0612213
2099,2255,16.2979,-0.203411,-2.12E+04,-0.0612176
2099,2256,16.2979,-0.203411,-1.80E+04,0.152246
2100,2256,12.89,-0.402494,1.82E+04,0.152434
2100,2253,12.89,-0.402494,2.66E+04,-0.245218
2101,2229,85.4571,3.65E-12,-4.02E+04,5.54E-14
2101,2261,85.4571,3.65E-12,-3.82E+04,1.42E-14
2102,2261,91.2343,1.88E-12,-2.45E+04,1.42E-14
2102,2262,91.2343,1.88E-12,-2.10E+04,3.30E-14
2103,2262,103.259,-2.47E-13,-616.876,3.12E-14
2103,2263,103.259,-2.47E-13,3.96E+03,-1.44E-13
2104,2263,124.389,-5.62E-12,3.46E+04,-1.44E-13
2104,2253,124.389,-5.62E-12,4.18E+04,3.55E-13
2121,2117,9.05822,0.319344,1.28E+04,-0.0745001
2121,2278,9.05822,0.319344,9.49E+03,0.0249918
2122,2278,15.1469,0.311864,-9.32E+03,0.0248867
2122,2279,15.1469,0.311864,-1.16E+04,0.0317323
2123,2279,15.9806,-0.525695,-1.13E+04,0.0317353
2123,2280,15.9806,-0.525695,-8.90E+03,0.0267491
2124,2280,10.8824,-0.405819,1.09E+04,0.0268721
2124,2277,10.8824,-0.405819,1.45E+04,-0.0883588
2125,2253,-21.691,-3.13E-12,3.28E+04,3.81E-13
2125,2285,-21.691,-3.13E-12,2.57E+04,-1.61E-13
2126,2285,2.36188,-5.21E-12,-5.17E+03,-1.61E-13
2126,2286,2.36188,-5.21E-12,-9.94E+03,2.17E-14
2127,2286,20.4796,-6.00E-12,-3.14E+04,1.71E-14
2127,2287,20.4796,-6.00E-12,-3.50E+04,-1.30E-14
2128,2287,36.2914,-3.53E-12,-4.98E+04,-1.30E-14
2128,2277,36.2914,-3.53E-12,-5.20E+04,-7.64E-15
2145,2149,34.3429,2.95803,1.66E+04,-0.486689
2145,2302,34.3429,2.95803,9.61E+03,0.283633
2146,2302,-3.74482,0.52504,-9.64E+03,0.283437
2146,2303,-3.74482,0.52504,-1.37E+04,-0.102452
2147,2303,-4.50316,-1.02585,-1.35E+04,-0.102461
2147,2304,-4.50316,-1.02585,-9.40E+03,0.304396
2148,2304,32.8252,-3.0628,9.98E+03,0.3046
2148,2301,32.8252,-3.0628,1.68E+04,-0.505278
2149,2277,53.4224,-2.11E-12,-5.34E+04,-1.74E-14
2149,2309,53.4224,-2.11E-12,-5.18E+04,-5.98E-15
2150,2309,74.9321,-2.62E-12,-3.99E+04,-9.57E-15
2150,2310,74.9321,-2.62E-12,-3.70E+04,1.47E-15
2151,2310,103.864,-1.75E-12,-1.87E+04,1.47E-15
2151,2311,103.864,-1.75E-12,-1.46E+04,-1.16E-13
2152,2311,143.704,-5.25E-12,1.46E+04,-1.08E-13
2152,2301,143.704,-5.25E-12,2.14E+04,1.09E-13
2169,2173,10.8824,-0.405819,1.45E+04,0.0883588
2169,2326,10.8824,-0.405819,1.09E+04,-0.0268721
2170,2326,15.9806,-0.525695,-8.90E+03,-0.0267491
2170,2327,15.9806,-0.525695,-1.13E+04,-0.0317353
2171,2327,15.1469,0.311864,-1.16E+04,-0.0317323
2171,2328,15.1469,0.311864,-9.32E+03,-0.0248867
2172,2328,9.05822,0.319344,9.49E+03,-0.0249918
2172,2325,9.05822,0.319344,1.28E+04,0.0745001
2173,2333,130.039,-0.593573,2.23E+04,0.0630371
2173,2334,130.039,-0.593573,1.53E+04,-0.0616168
2174,2334,93.7451,0.917175,-1.49E+04,-0.0615825
2174,2335,93.7451,0.917175,-1.92E+04,-4.42E-03
2175,2335,67.2367,-0.394506,-3.82E+04,-4.43E-03
2175,2336,67.2367,-0.394506,-4.13E+04,-0.010847
2176,2336,47.2687,-0.129402,-5.35E+04,-0.0108504
2176,2325,47.2687,-0.129402,-5.52E+04,-1.15E-03
2177,2181,32.8252,-3.0628,1.68E+04,0.505278
2177,2341,32.8252,-3.0628,9.98E+03,-0.3046
2178,2341,-4.50316,-1.02585,-9.40E+03,-0.304396
2178,2342,-4.50316,-1.02585,-1.35E+04,0.102461
2179,2342,-3.74482,0.52504,-1.37E+04,0.102452
2179,2343,-3.74482,0.52504,-9.64E+03,-0.283437
2180,2343,34.3429,2.95803,9.61E+03,-0.283633
2180,2333,34.3429,2.95803,1.66E+04,0.486689
2197,2205,12.89,-0.402494,2.66E+04,0.245218
2197,2358,12.89,-0.402494,1.82E+04,-0.152434
2198,2358,16.2979,-0.203411,-1.80E+04,-0.152246
2198,2359,16.2979,-0.203411,-2.12E+04,0.0612176
2199,2359,17.6947,0.115806,-2.18E+04,0.0612213
2199,2360,17.6947,0.115806,-1.88E+04,-0.155125
2200,2360,24.23,0.316606,1.66E+04,-0.155311
2200,2357,24.23,0.316606,2.50E+04,0.245149
2201,2325,31.0623,0.110272,-5.38E+04,-0.0161838
2201,2365,31.0623,0.110272,-5.15E+04,-0.0110418
2202,2365,15.7468,0.297578,-3.60E+04,-0.0110507
2202,2366,15.7468,0.297578,-3.23E+04,6.86E-03
2203,2366,-2.21328,-0.872931,-9.88E+03,6.87E-03
2203,2367,-2.21328,-0.872931,-4.86E+03,-0.130853
2204,2367,-26.2733,0.592151,2.70E+04,-0.130933
2204,2357,-26.2733,0.592151,3.42E+04,0.292963
2221,2229,9.9631,-3.35E-12,1.57E+04,1.73E-13
2221,2382,9.9631,-3.35E-12,1.19E+04,-1.50E-14
2222,2382,19.3373,3.29E-12,-9.61E+03,-1.67E-14
2222,2383,19.3373,3.29E-12,-1.22E+04,-1.42E-15
2223,2383,18.7085,6.11E-12,-1.25E+04,1.72E-15
2223,2384,18.7085,6.11E-12,-1.00E+04,1.32E-14
2224,2384,7.99384,3.75E-12,1.05E+04,1.32E-14
2224,2381,7.99384,3.75E-12,1.41E+04,3.90E-15
2225,2357,123.998,-0.294354,4.37E+04,0.287035
2225,2389,123.998,-0.294354,3.63E+04,-0.129379
2226,2389,102.663,1.37161,4.31E+03,-0.129305
2226,2390,102.663,1.37161,-580.159,6.57E-03
2227,2390,90.5405,-0.062277,-2.22E+04,6.56E-03
2227,2391,90.5405,-0.062277,-2.58E+04,-0.0124386
2228,2391,84.7373,-1.98E-04,-4.04E+04,-0.0124366
2228,2381,84.7373,-1.98E-04,-4.25E+04,-8.09E-03
2245,2253,12.89,0.402494,2.66E+04,-0.245218
2245,2406,12.89,0.402494,1.82E+04,0.152434
2246,2406,16.2979,0.203411,-1.80E+04,0.152246
2246,2407,16.2979,0.203411,-2.12E+04,-0.0612176
2247,2407,17.6947,-0.115806,-2.18E+04,-0.0612213
2247,2408,17.6947,-0.115806,-1.88E+04,0.155125
2248,2408,24.23,-0.316606,1.66E+04,0.155311
2248,2405,24.23,-0.316606,2.50E+04,-0.245149
2249,2381,84.7373,1.98E-04,-4.25E+04,-8.09E-03
2249,2413,84.7373,1.98E-04,-4.04E+04,-0.0124366
2250,2413,90.5405,0.062277,-2.58E+04,-0.0124386
2250,2414,90.5405,0.062277,-2.22E+04,6.56E-03
2251,2414,102.663,-1.37161,-580.159,6.57E-03
2251,2415,102.663,-1.37161,4.31E+03,-0.129305
2252,2415,123.998,0.294354,3.63E+04,-0.129379
2252,2405,123.998,0.294354,4.37E+04,0.287035
2269,2277,10.8824,0.405819,1.45E+04,-0.0883588
2269,2430,10.8824,0.405819,1.09E+04,0.0268721
2270,2430,15.9806,0.525695,-8.90E+03,0.0267491
2270,2431,15.9806,0.525695,-1.13E+04,0.0317353
2271,2431,15.1469,-0.311864,-1.16E+04,0.0317323
2271,2432,15.1469,-0.311864,-9.32E+03,0.0248867
2272,2432,9.05822,-0.319344,9.49E+03,0.0249918
2272,2429,9.05822,-0.319344,1.28E+04,-0.0745001
2273,2405,-26.2733,-0.592151,3.42E+04,0.292963
2273,2437,-26.2733,-0.592151,2.70E+04,-0.130933
2274,2437,-2.21328,0.872931,-4.86E+03,-0.130853
2274,2438,-2.21328,0.872931,-9.88E+03,6.87E-03
2275,2438,15.7468,-0.297578,-3.23E+04,6.86E-03
2275,2439,15.7468,-0.297578,-3.60E+04,-0.0110507
2276,2439,31.0623,-0.110272,-5.15E+04,-0.0110418
2276,2429,31.0623,-0.110272,-5.38E+04,-0.0161838
2293,2301,32.8252,3.0628,1.68E+04,-0.505278
2293,2454,32.8252,3.0628,9.98E+03,0.3046
2294,2454,-4.50316,1.02585,-9.40E+03,0.304396
2294,2455,-4.50316,1.02585,-1.35E+04,-0.102461
2295,2455,-3.74482,-0.52504,-1.37E+04,-0.102452
2295,2456,-3.74482,-0.52504,-9.64E+03,0.283437
2296,2456,34.3429,-2.95803,9.61E+03,0.283633
2296,2453,34.3429,-2.95803,1.66E+04,-0.486689
2297,2429,47.2687,0.129402,-5.52E+04,-1.15E-03
2297,2461,47.2687,0.129402,-5.35E+04,-0.0108504
2298,2461,67.2367,0.394506,-4.13E+04,-0.010847
2298,2462,67.2367,0.394506,-3.82E+04,-4.43E-03
2299,2462,93.7451,-0.917175,-1.92E+04,-4.42E-03
2299,2463,93.7451,-0.917175,-1.49E+04,-0.0615825
2300,2463,130.039,0.593573,1.53E+04,-0.0616168
2300,2453,130.039,0.593573,2.23E+04,0.0630371
2317,2325,7.57281,-0.378286,9.58E+03,0.0895275
2317,2478,7.57281,-0.378286,5.26E+03,-0.0290229
2318,2478,10.1603,-0.157712,-2.01E+04,-0.0288961
2318,2479,10.1603,-0.157712,-2.34E+04,-0.0312291
2319,2479,6.976,1.41165,-3.11E+04,-0.0312193
2319,2480,6.976,1.41165,-3.01E+04,-0.0353339
2320,2480,-1.2445,2.69757,-1.52E+04,-0.0354589
2320,2477,-1.2445,2.69757,-1.15E+04,0.0950405
2321,2485,127.943,-19.5806,1.57E+04,0.357724
2321,2486,127.943,-19.5806,1.07E+04,-0.0844367
2322,2486,97.5988,-5.09541,-3.35E+03,-0.0843736
2322,2487,97.5988,-5.09541,-7.11E+03,0.0456206
2323,2487,74.4104,-5.6066,-1.74E+04,0.045622
2323,2488,74.4104,-5.6066,-2.02E+04,5.93E-03
2324,2488,56.1783,-2.55592,-2.72E+04,5.96E-03
2324,2477,56.1783,-2.55592,-2.88E+04,-0.0452852
2325,2333,15.8604,-2.43706,1.48E+04,0.423794
2325,2493,15.8604,-2.43706,6.01E+03,-0.271337
2326,2493,-14.6705,1.55832,-1.80E+04,-0.271166
2326,2494,-14.6705,1.55832,-2.33E+04,0.0863531
2327,2494,-14.8078,2.32529,-2.75E+04,0.0863454
2327,2495,-14.8078,2.32529,-2.56E+04,-0.254754
2328,2495,20.5422,8.23632,-7.38E+03,-0.254915
2328,2485,20.5422,8.23632,72.4419,0.357219
2345,2357,-2.91269,-0.567153,2.24E+04,0.251094
2345,2510,-2.91269,-0.567153,1.26E+04,-0.153563
2346,2510,9.80301,-0.138248,-2.96E+04,-0.153362
2346,2511,9.80301,-0.138248,-3.32E+04,0.0484398
2347,2511,13.777,0.35373,-4.07E+04,0.0484096
2347,2512,13.777,0.35373,-3.98E+04,-0.10479
2348,2512,36.2187,0.908336,-1.19E+04,-0.104902
2348,2509,36.2187,0.908336,-3.77E+03,0.137526
2349,2477,41.7663,-6.27365,-2.88E+04,0.0497794
2349,2517,41.7663,-6.27365,-2.67E+04,-0.0572287
2350,2517,30.3568,-2.78153,-1.99E+04,-0.0572069
2350,2518,30.3568,-2.78153,-1.66E+04,4.22E-03
2351,2518,21.4523,-3.32013,-6.55E+03,4.24E-03
2351,2519,21.4523,-3.32013,-2.32E+03,-0.414747
2352,2519,15.035,5.75198,1.08E+04,-0.41485
2352,2509,15.035,5.75198,1.60E+04,0.801916
2369,2381,6.48522,-7.34E-12,1.05E+04,4.98E-14
2369,2534,6.48522,-7.34E-12,5.80E+03,-3.64E-14
2370,2534,13.5778,-8.26E-12,-2.23E+04,-3.77E-14
2370,2535,13.5778,-8.26E-12,-2.59E+04,-3.20E-14
2371,2535,9.81333,8.27E-12,-3.46E+04,-3.52E-14
2371,2536,9.81333,8.27E-12,-3.36E+04,-7.09E-14
2372,2536,-2.22645,1.05E-11,-1.71E+04,-7.09E-14
2372,2533,-2.22645,1.05E-11,-1.30E+04,-1.99E-14
2373,2509,113.544,-8.86243,2.07E+04,0.93936
2373,2541,113.544,-8.86243,1.55E+04,-0.369503
2374,2541,92.5586,1.2798,2.23E+03,-0.369369
2374,2542,92.5586,1.2798,-1.88E+03,0.0202033
2375,2542,80.5259,0.0487033,-1.21E+04,0.0201928
2375,2543,80.5259,0.0487033,-1.52E+04,-0.0538447
2376,2543,74.9331,2.84109,-2.23E+04,-0.0538397
2376,2533,74.9331,2.84109,-2.43E+04,-9.88E-03
2393,2405,-2.91269,0.567153,2.24E+04,-0.251094
2393,2558,-2.91269,0.567153,1.26E+04,0.153563
2394,2558,9.80301,0.138248,-2.96E+04,0.153362
2394,2559,9.80301,0.138248,-3.32E+04,-0.0484398
2395,2559,13.777,-0.35373,-4.07E+04,-0.0484096
2395,2560,13.777,-0.35373,-3.98E+04,0.10479
2396,2560,36.2187,-0.908336,-1.19E+04,0.104902
2396,2557,36.2187,-0.908336,-3.77E+03,-0.137526
2397,2533,74.9331,-2.84109,-2.43E+04,-9.88E-03
2397,2565,74.9331,-2.84109,-2.23E+04,-0.0538397
2398,2565,80.5259,-0.0487033,-1.52E+04,-0.0538447
2398,2566,80.5259,-0.0487033,-1.21E+04,0.0201928
2399,2566,92.5586,-1.2798,-1.88E+03,0.0202033
2399,2567,92.5586,-1.2798,2.23E+03,-0.369369
2400,2567,113.544,8.86243,1.55E+04,-0.369503
2400,2557,113.544,8.86243,2.07E+04,0.93936
2417,2429,7.57281,0.378286,9.58E+03,-0.0895275
2417,2582,7.57281,0.378286,5.26E+03,0.0290229
2418,2582,10.1603,0.157712,-2.01E+04,0.0288961
2418,2583,10.1603,0.157712,-2.34E+04,0.0312291
2419,2583,6.976,-1.41165,-3.11E+04,0.0312193
2419,2584,6.976,-1.41165,-3.01E+04,0.0353339
2420,2584,-1.2445,-2.69757,-1.52E+04,0.0354589
2420,2581,-1.2445,-2.69757,-1.15E+04,-0.0950405
2421,2557,15.035,-5.75198,1.60E+04,0.801916
2421,2589,15.035,-5.75198,1.08E+04,-0.41485
2422,2589,21.4523,3.32013,-2.32E+03,-0.414747
2422,2590,21.4523,3.32013,-6.55E+03,4.24E-03
2423,2590,30.3568,2.78153,-1.66E+04,4.22E-03
2423,2591,30.3568,2.78153,-1.99E+04,-0.0572069
2424,2591,41.7663,6.27365,-2.67E+04,-0.0572287
2424,2581,41.7663,6.27365,-2.88E+04,0.0497794
2441,2453,15.8604,2.43706,1.48E+04,-0.423794
2441,2606,15.8604,2.43706,6.01E+03,0.271337
2442,2606,-14.6705,-1.55832,-1.80E+04,0.271166
2442,2607,-14.6705,-1.55832,-2.33E+04,-0.0863531
2443,2607,-14.8078,-2.32529,-2.75E+04,-0.0863454
2443,2608,-14.8078,-2.32529,-2.56E+04,0.254754
2444,2608,20.5422,-8.23632,-7.38E+03,0.254915
2444,2605,20.5422,-8.23632,72.4419,-0.357219
2445,2581,56.1783,2.55592,-2.88E+04,-0.0452852
2445,2613,56.1783,2.55592,-2.72E+04,5.96E-03
2446,2613,74.4104,5.6066,-2.02E+04,5.93E-03
2446,2614,74.4104,5.6066,-1.74E+04,0.045622
2447,2614,97.5988,5.09541,-7.11E+03,0.0456206
2447,2615,97.5988,5.09541,-3.35E+03,-0.0843736
2448,2615,127.943,19.5806,1.07E+04,-0.0844367
2448,2605,127.943,19.5806,1.57E+04,0.357724
2465,2629,350.358,20.6501,1.74E+04,-0.985666
2465,2631,350.358,20.6501,1.23E+04,0.276285
2466,2631,270.027,5.46303,-2.21E+03,0.276102
2466,2632,270.027,5.46303,-6.09E+03,-0.117228
2467,2632,211.54,5.8015,-1.68E+04,-0.117232
2467,2633,211.54,5.8015,-1.97E+04,-7.52E-03
2468,2633,168.802,2.64069,-2.70E+04,-7.58E-03
2468,2630,168.802,2.64069,-2.87E+04,0.0915189
2469,2630,-0.987421,-2.74735,-1.16E+04,0.192948
2469,2639,-0.987421,-2.74735,-1.52E+04,-0.0668337
2470,2639,26.3044,-1.52493,-3.03E+04,-0.0665783
2470,2640,26.3044,-1.52493,-3.13E+04,-0.0606805
2471,2640,29.7515,-0.0258785,-2.38E+04,-0.0606924
2471,2641,29.7515,-0.0258785,-2.06E+04,-0.0507071
2472,2641,9.99784,0.260924,4.64E+03,-0.0509282
2472,2638,9.99784,0.260924,8.94E+03,0.153065
