Element,Node,Fx[N],Mx[N.m],My[N.m],Mz[N.m]
631,685,-26.7991,-1.45093,-1.65E+04,-0.366336
632,685,13.6555,2.09624,7.99E+03,-0.366561
632,675,13.6555,2.09624,1.70E+04,0.555135
649,699,2.90614,-5.70194,2.06E+04,1.0206
649,700,2.90614,-5.70194,1.52E+04,-0.564423
650,700,19.1397,3.53131,1.28E+03,-0.564295
650,701,19.1397,3.53131,-3.18E+03,1.06E-03
651,701,36.669,2.85185,-1.40E+04,1.02E-03
651,702,36.669,2.85185,-1.74E+04,-0.0796142
652,702,56.3566,6.19842,-2.50E+04,-0.0796502
652,659,56.3566,6.19842,-2.73E+04,0.0888512
653,699,46.187,-0.495364,-5.04E+03,0.260901
653,708,46.187,-0.495364,-1.29E+04,-0.205338
654,708,17.1878,-0.114146,-3.93E+04,-0.205133
654,709,17.1878,-0.114146,-4.01E+04,0.100502
655,709,10.9693,0.209203,-3.16E+04,0.100567
655,710,10.9693,0.209203,-2.79E+04,-0.312246
656,710,-14.3976,0.360363,1.60E+04,-0.312651
656,707,-14.3976,0.360363,2.62E+04,0.509408
657,667,32.0486,-0.25207,-5.18E+04,0.0343661
657,715,32.0486,-0.25207,-4.92E+04,0.0244422
658,715,5.06571,-0.381618,-3.21E+04,0.0244618
658,716,5.06571,-0.381618,-2.80E+04,-0.0139496
659,716,-28.7914,0.893475,-3.74E+03,-0.0139719
659,717,-28.7914,0.893475,1.66E+03,0.283685
660,717,-76.2366,-0.48841,3.60E+04,0.28386
660,707,-76.2366,-0.48841,4.37E+04,-0.632995
677,699,196.617,7.58905,2.30E+04,-1.2811
677,732,196.617,7.58905,1.79E+04,0.473527
678,732,161.944,-1.87612,4.79E+03,0.473345
678,733,161.944,-1.87612,718.638,-0.0339137
679,733,141.763,-0.507887,-9.30E+03,-0.033901
679,734,141.763,-0.507887,-1.24E+04,0.0729558
680,734,132.247,-3.0793,-1.94E+04,0.0729498
680,731,132.247,-3.0793,-2.14E+04,5.99E-03
681,731,-3.87743,-1.06E-11,-1.30E+04,1.07E-14
681,740,-3.87743,-1.06E-11,-1.70E+04,-1.43E-13
682,740,16.388,-5.52E-12,-3.29E+04,-1.43E-13
682,741,16.388,-5.52E-12,-3.37E+04,-6.61E-14
683,741,21.0081,1.37E-12,-2.40E+04,-6.63E-14
683,742,21.0081,1.37E-12,-2.02E+04,-8.29E-14
684,742,6.1097,7.54E-12,8.59E+03,-8.33E-14
684,739,6.1097,7.54E-12,1.34E+04,2.74E-13
685,707,233.186,-0.0944071,4.79E+04,-0.620866
685,747,233.186,-0.0944071,4.05E+04,0.280592
686,747,190.139,-1.50682,8.30E+03,0.280432
686,748,190.139,-1.50682,3.36E+03,-0.0133552
687,748,165.607,-0.0765096,-1.85E+04,-0.0133261
687,749,165.607,-0.0765096,-2.22E+04,0.0272053
688,749,153.899,-0.0744464,-3.70E+04,0.0271995
688,739,153.899,-0.0744464,-3.92E+04,0.0178464
705,763,196.617,-7.58905,2.30E+04,1.2811
705,764,196.617,-7.58905,1.79E+04,-0.473527
706,764,161.944,1.87612,4.79E+03,-0.473345
706,765,161.944,1.87612,718.638,0.0339137
707,765,141.763,0.507887,-9.30E+03,0.033901
707,766,141.763,0.507887,-1.24E+04,-0.0729558
708,766,132.247,3.0793,-1.94E+04,-0.0729498
708,731,132.247,3.0793,-2.14E+04,-5.99E-03
709,763,46.187,0.495364,-5.04E+03,-0.260901
709,772,46.187,0.495364,-1.29E+04,0.205338
710,772,17.1878,0.114146,-3.93E+04,0.205133
710,773,17.1878,0.114146,-4.01E+04,-0.100502
711,773,10.9693,-0.209203,-3.16E+04,-0.100567
711,774,10.9693,-0.209203,-2.79E+04,0.312246
712,774,-14.3976,-0.360363,1.60E+04,0.312651
712,771,-14.3976,-0.360363,2.62E+04,-0.509408
713,739,153.899,0.0744464,-3.92E+04,0.0178464
713,779,153.899,0.0744464,-3.70E+04,0.0271995
714,779,165.607,0.0765096,-2.22E+04,0.0272053
714,780,165.607,0.0765096,-1.85E+04,-0.0133261
715,780,190.139,1.50682,3.36E+03,-0.0133552
715,781,190.139,1.50682,8.30E+03,0.280432
716,781,233.186,0.0944071,4.05E+04,0.280592
716,771,233.186,0.0944071,4.79E+04,-0.620866
733,763,2.90614,5.70194,2.06E+04,-1.0206
733,796,2.90614,5.70194,1.52E+04,0.564423
734,796,19.1397,-3.53131,1.28E+03,0.564295
734,797,19.1397,-3.53131,-3.18E+03,-1.06E-03
735,797,36.669,-2.85185,-1.40E+04,-1.02E-03
735,798,36.669,-2.85185,-1.74E+04,0.0796142
736,798,56.3566,-6.19842,-2.50E+04,0.0796502
736,795,56.3566,-6.19842,-2.73E+04,-0.0888512
737,795,-3.05609,2.46701,-1.14E+04,-0.149575
737,804,-3.05609,2.46701,-1.50E+04,0.0579442
738,804,6.23114,0.99943,-2.94E+04,0.0577484
738,805,6.23114,0.99943,-3.02E+04,0.049411
739,805,11.1891,-0.753587,-2.18E+04,0.0494294
739,806,11.1891,-0.753587,-1.84E+04,0.0471764
740,806,11.4178,-0.755667,7.56E+03,0.0473832
740,803,11.4178,-0.755667,1.19E+04,-0.146138
741,771,-76.2366,0.48841,4.37E+04,-0.632995
741,811,-76.2366,0.48841,3.60E+04,0.28386
742,811,-28.7914,-0.893475,1.66E+03,0.283685
742,812,-28.7914,-0.893475,-3.74E+03,-0.0139719
743,812,5.06571,0.381618,-2.80E+04,-0.0139496
743,813,5.06571,0.381618,-3.21E+04,0.0244618
744,813,32.0486,0.25207,-4.92E+04,0.0244422
744,803,32.0486,0.25207,-5.18E+04,0.0343661
761,827,180.156,-17.3083,1.23E+04,0.447275
761,828,180.156,-17.3083,7.59E+03,-0.0346474
762,828,138.849,-4.26908,-5.33E+03,-0.0345835
762,829,138.849,-4.26908,-8.79E+03,0.0732445
763,829,105.971,-5.08015,-1.81E+04,0.0732473
763,830,105.971,-5.08015,-2.06E+04,0.0212615
764,830,79.0327,-2.23039,-2.67E+04,0.0212988
764,795,79.0327,-2.23039,-2.80E+04,-0.0607601
765,827,14.8781,7.05439,-811.786,-0.449628
765,836,14.8781,7.05439,-8.01E+03,0.353262
766,836,-29.1005,2.02052,-2.51E+04,0.353056
766,837,-29.1005,2.02052,-2.67E+04,-0.114063
767,837,-26.7991,1.45093,-2.19E+04,-0.114068
767,838,-26.7991,1.45093,-1.65E+04,0.366336
768,838,13.6555,-2.09624,7.99E+03,0.366561
768,835,13.6555,-2.09624,1.70E+04,-0.555135
769,803,58.0804,0.116574,-5.47E+04,4.32E-03
769,843,58.0804,0.116574,-5.32E+04,0.0238299
770,843,87.8212,-0.126285,-4.22E+04,0.0238243
770,844,87.8212,-0.126285,-3.94E+04,9.67E-03
771,844,125.68,1.14429,-2.17E+04,9.66E-03
771,845,125.68,1.14429,-1.77E+04,0.137919
772,845,176.251,-0.123033,1.06E+04,0.137997
772,835,176.251,-0.123033,1.71E+04,-0.142354
789,667,14.6015,-0.412805,1.50E+04,0.116095
789,860,14.6015,-0.412805,1.15E+04,-0.0394197
790,860,21.3985,-0.53376,-8.14E+03,-0.0392558
790,861,21.3985,-0.53376,-1.06E+04,-0.0505838
791,861,23.2103,0.594401,-1.12E+04,-0.0505894
791,862,23.2103,0.594401,-9.03E+03,-0.0433335
792,862,18.5011,0.507755,9.89E+03,-0.0435331
792,859,18.5011,0.507755,1.33E+04,0.144008
793,867,206.709,6.88E-12,1.62E+04,1.15E-16
793,868,206.709,6.88E-12,9.93E+03,-3.39E-14
794,868,148.318,2.03E-12,-1.67E+04,-3.57E-14
794,869,148.318,2.03E-12,-2.04E+04,-3.88E-15
795,869,105.156,2.81E-12,-3.69E+04,-3.97E-15
795,870,105.156,2.81E-12,-3.96E+04,-6.75E-15
796,870,72.0964,3.35E-12,-4.99E+04,-6.76E-15
796,859,72.0964,3.35E-12,-5.12E+04,4.45E-14
797,675,54.9091,-2.18074,1.83E+04,0.696694
797,875,54.9091,-2.18074,1.10E+04,-0.393023
798,875,-2.82651,-0.252377,-8.67E+03,-0.392738
798,876,-2.82651,-0.252377,-1.28E+04,0.140843
799,876,-4.84538,0.8915,-1.33E+04,0.140862
799,877,-4.84538,0.8915,-9.60E+03,-0.439268
800,877,50.4812,2.41348,8.92E+03,-0.439567
800,867,50.4812,2.41348,1.57E+04,0.735163
817,707,44.5053,0.0380239,2.78E+04,0.497289
817,892,44.5053,0.0380239,1.91E+04,-0.316869
818,892,28.8495,-0.0135168,-1.77E+04,-0.316496
818,893,28.8495,-0.0135168,-2.09E+04,0.127974
819,893,25.9034,0.02439,-2.14E+04,0.127964
819,894,25.9034,0.02439,-1.83E+04,-0.307791
820,894,20.1612,0.0727189,1.71E+04,-0.308164
820,891,20.1612,0.0727189,2.53E+04,0.492222
821,859,44.1755,-8.28E-13,-4.86E+04,-1.32E-14
821,899,44.1755,-8.28E-13,-4.62E+04,5.32E-14
822,899,16.3175,-1.49E-12,-3.05E+04,5.32E-14
822,900,16.3175,-1.49E-12,-2.67E+04,-3.75E-14
823,900,-17.641,-2.15E-12,-4.29E+03,-3.77E-14
823,901,-17.641,-2.15E-12,656.494,6.45E-13
824,901,-64.5837,-4.82E-12,3.28E+04,6.46E-13
824,891,-64.5837,-4.82E-12,4.01E+04,-1.42E-12
841,739,9.21703,2.63E-12,1.67E+04,1.68E-13
841,916,9.21703,2.63E-12,1.30E+04,-4.84E-15
842,916,30.9054,-3.01E-12,-8.55E+03,-4.60E-15
842,917,30.9054,-3.01E-12,-1.12E+04,-3.25E-14
843,917,32.3613,-1.44E-13,-1.21E+04,-3.25E-14
843,918,32.3613,-1.44E-13,-9.74E+03,-1.75E-14
844,918,13.7724,2.33E-12,1.06E+04,-1.75E-14
844,915,13.7724,2.33E-12,1.42E+04,1.70E-14
845,891,232.816,-3.69E-12,4.40E+04,-1.53E-12
845,923,232.816,-3.69E-12,3.71E+04,6.82E-13
846,923,190.607,-2.79E-12,7.40E+03,6.81E-13
846,924,190.607,-2.79E-12,2.94E+03,-2.83E-14
847,924,166.617,-2.70E-12,-1.69E+04,-2.82E-14
847,925,166.617,-2.70E-12,-2.02E+04,6.54E-14
848,925,155.091,-1.18E-12,-3.36E+04,6.55E-14
848,915,155.091,-1.18E-12,-3.55E+04,1.16E-13
865,771,44.5053,-0.0380239,2.78E+04,-0.497289
865,940,44.5053,-0.0380239,1.91E+04,0.316869
866,940,28.8495,0.0135168,-1.77E+04,0.316496
866,941,28.8495,0.0135168,-2.09E+04,-0.127974
867,941,25.9034,-0.02439,-2.14E+04,-0.127964
867,942,25.9034,-0.02439,-1.83E+04,0.307791
868,942,20.1612,-0.0727189,1.71E+04,0.308164
868,939,20.1612,-0.0727189,2.53E+04,-0.492222
869,915,155.091,-9.74E-13,-3.55E+04,3.59E-14
869,947,155.091,-9.74E-13,-3.36E+04,1.09E-13
870,947,166.617,9.47E-14,-2.02E+04,1.09E-13
870,948,166.617,9.47E-14,-1.69E+04,-4.28E-14
871,948,190.607,3.49E-12,2.94E+03,-4.29E-14
871,949,190.607,3.49E-12,7.40E+03,1.14E-12
872,949,232.816,2.34E-12,3.71E+04,1.14E-12
872,939,232.816,2.34E-12,4.40E+04,-2.49E-12
889,803,14.6015,0.412805,1.50E+04,-0.116095
889,964,14.6015,0.412805,1.15E+04,0.0394197
890,964,21.3985,0.53376,-8.14E+03,0.0392558
890,965,21.3985,0.53376,-1.06E+04,0.0505838
891,965,23.2103,-0.594401,-1.12E+04,0.0505894
891,966,23.2103,-0.594401,-9.03E+03,0.0433335
892,966,18.5011,-0.507755,9.89E+03,0.0435331
892,963,18.5011,-0.507755,1.33E+04,-0.144008
893,939,-64.5837,-4.38E-13,4.01E+04,-2.53E-12
893,971,-64.5837,-4.38E-13,3.28E+04,1.14E-12
894,971,-17.641,1.02E-12,656.494,1.14E-12
894,972,-17.641,1.02E-12,-4.29E+03,-5.05E-14
895,972,16.3175,-6.90E-13,-2.67E+04,-5.03E-14
895,973,16.3175,-6.90E-13,-3.05E+04,9.36E-14
896,973,44.1755,-3.31E-12,-4.62E+04,9.37E-14
896,963,44.1755,-3.31E-12,-4.86E+04,8.64E-14
913,835,54.9091,2.18074,1.83E+04,-0.696694
913,988,54.9091,2.18074,1.10E+04,0.393023
914,988,-2.82651,0.252377,-8.67E+03,0.392738
914,989,-2.82651,0.252377,-1.28E+04,-0.140843
915,989,-4.84538,-0.8915,-1.33E+04,-0.140862
915,990,-4.84538,-0.8915,-9.60E+03,0.439268
916,990,50.4812,-2.41348,8.92E+03,0.439567
916,987,50.4812,-2.41348,1.57E+04,-0.735163
917,963,72.0964,-5.40E-12,-5.12E+04,4.20E-14
917,995,72.0964,-5.40E-12,-4.99E+04,6.26E-14
918,995,105.156,-1.76E-12,-3.96E+04,6.23E-14
918,996,105.156,-1.76E-12,-3.69E+04,2.33E-14
919,996,148.318,1.27E-12,-2.04E+04,2.32E-14
919,997,148.318,1.27E-12,-1.67E+04,3.88E-13
920,997,206.709,-2.84E-13,9.93E+03,3.89E-13
920,987,206.709,-2.84E-13,1.62E+04,-4.11E-13
937,859,18.5011,-0.507755,1.33E+04,0.144008
937,1012,18.5011,-0.507755,9.89E+03,-0.0435331
938,1012,23.2103,-0.594401,-9.03E+03,-0.0433335
938,1013,23.2103,-0.594401,-1.12E+04,-0.0505894
939,1013,21.3985,0.53376,-1.06E+04,-0.0505838
939,1014,21.3985,0.53376,-8.14E+03,-0.0392558
940,1014,14.6015,0.412805,1.15E+04,-0.0394197
940,1011,14.6015,0.412805,1.50E+04,0.116095
941,1019,176.251,-0.123033,1.71E+04,0.142354
941,1020,176.251,-0.123033,1.06E+04,-0.137997
942,1020,125.68,1.14429,-1.77E+04,-0.137919
942,1021,125.68,1.14429,-2.17E+04,-9.66E-03
943,1021,87.8212,-0.126285,-3.94E+04,-9.67E-03
943,1022,87.8212,-0.126285,-4.22E+04,-0.0238243
944,1022,58.0804,0.116574,-5.32E+04,-0.0238299
944,1011,58.0804,0.116574,-5.47E+04,-4.32E-03
945,867,50.4812,-2.41348,1.57E+04,0.735163
945,1027,50.4812,-2.41348,8.92E+03,-0.439567
946,1027,-4.84538,-0.8915,-9.60E+03,-0.439268
946,1028,-4.84538,-0.8915,-1.33E+04,0.140862
947,1028,-2.82651,0.252377,-1.28E+04,0.140843
947,1029,-2.82651,0.252377,-8.67E+03,-0.392738
948,1029,54.9091,2.18074,1.10E+04,-0.393023
948,1019,54.9091,2.18074,1.83E+04,0.696694
965,891,20.1612,-0.0727189,2.53E+04,0.492222
965,1044,20.1612,-0.0727189,1.71E+04,-0.308164
966,1044,25.9034,-0.02439,-1.83E+04,-0.307791
966,1045,25.9034,-0.02439,-2.14E+04,0.127964
967,1045,28.8495,0.0135168,-2.09E+04,0.127974
967,1046,28.8495,0.0135168,-1.77E+04,-0.316496
968,1046,44.5053,-0.0380239,1.91E+04,-0.316869
968,1043,44.5053,-0.0380239,2.78E+04,0.497289
969,1011,32.0486,0.25207,-5.18E+04,-0.0343661
969,1051,32.0486,0.25207,-4.92E+04,-0.0244422
970,1051,5.06571,0.381618,-3.21E+04,-0.0244618
970,1052,5.06571,0.381618,-2.80E+04,0.0139496
971,1052,-28.7914,-0.893475,-3.74E+03,0.0139719
971,1053,-28.7914,-0.893475,1.66E+03,-0.283685
972,1053,-76.2366,0.48841,3.60E+04,-0.28386
972,1043,-76.2366,0.48841,4.37E+04,0.632995
989,915,13.7724,-1.29E-12,1.42E+04,9.68E-14
989,1068,13.7724,-1.29E-12,1.06E+04,-4.52E-14
990,1068,32.3613,1.07E-12,-9.74E+03,-4.51E-14
990,1069,32.3613,1.07E-12,-1.21E+04,-3.03E-14
991,1069,30.9054,2.82E-12,-1.12E+04,-3.03E-14
991,1070,30.9054,2.82E-12,-8.55E+03,-3.53E-14
992,1070,9.21703,1.47E-12,1.30E+04,-3.54E-14
992,1067,9.21703,1.47E-12,1.67E+04,5.40E-14
993,1043,233.186,0.0944071,4.79E+04,0.620866
993,1075,233.186,0.0944071,4.05E+04,-0.280592
994,1075,190.139,1.50682,8.30E+03,-0.280432
994,1076,190.139,1.50682,3.36E+03,0.0133552
995,1076,165.607,0.0765096,-1.85E+04,0.0133261
995,1077,165.607,0.0765096,-2.22E+04,-0.0272053
996,1077,153.899,0.0744464,-3.70E+04,-0.0271995
996,1067,153.899,0.0744464,-3.92E+04,-0.0178464
1013,939,20.1612,0.0727189,2.53E+04,-0.492222
1013,1092,20.1612,0.0727189,1.71E+04,0.308164
1014,1092,25.9034,0.02439,-1.83E+04,0.307791
1014,1093,25.9034,0.02439,-2.14E+04,-0.127964
1015,1093,28.8495,-0.0135168,-2.09E+04,-0.127974
1015,1094,28.8495,-0.0135168,-1.77E+04,0.316496
1016,1094,44.5053,0.0380239,1.91E+04,0.316869
1016,1091,44.5053,0.0380239,2.78E+04,-0.497289
1017,1067,153.899,-0.0744464,-3.92E+04,-0.0178464
1017,1099,153.899,-0.0744464,-3.70E+04,-0.0271995
1018,1099,165.607,-0.0765096,-2.22E+04,-0.0272053
1018,1100,165.607,-0.0765096,-1.85E+04,0.0133261
1019,1100,190.139,-1.50682,3.36E+03,0.0133552
1019,1101,190.139,-1.50682,8.30E+03,-0.280432
1020,1101,233.186,-0.0944071,4.05E+04,-0.280592
1020,1091,233.186,-0.0944071,4.79E+04,0.620866
1037,963,18.5011,0.507755,1.33E+04,-0.144008
1037,1116,18.5011,0.507755,9.89E+03,0.0435331
1038,1116,23.2103,0.594401,-9.03E+03,0.0433335
1038,1117,23.2103,0.594401,-1.12E+04,0.0505894
1039,1117,21.3985,-0.53376,-1.06E+04,0.0505838
1039,1118,21.3985,-0.53376,-8.14E+03,0.0392558
1040,1118,14.6015,-0.412805,1.15E+04,0.0394197
1040,1115,14.6015,-0.412805,1.50E+04,-0.116095
1041,1091,-76.2366,-0.48841,4.37E+04,0.632995
1041,1123,-76.2366,-0.48841,3.60E+04,-0.28386
1042,1123,-28.7914,0.893475,1.66E+03,-0.283685
1042,1124,-28.7914,0.893475,-3.74E+03,0.0139719
1043,1124,5.06571,-0.381618,-2.80E+04,0.0139496
1043,1125,5.06571,-0.381618,-3.21E+04,-0.0244618
1044,1125,32.0486,-0.25207,-4.92E+04,-0.0244422
1044,1115,32.0486,-0.25207,-5.18E+04,-0.0343661
1061,987,50.4812,2.41348,1.57E+04,-0.735163
1061,1140,50.4812,2.41348,8.92E+03,0.439567
1062,1140,-4.84538,0.8915,-9.60E+03,0.439268
1062,1141,-4.84538,0.8915,-1.33E+04,-0.140862
1063,1141,-2.82651,-0.252377,-1.28E+04,-0.140843
1063,1142,-2.82651,-0.252377,-8.67E+03,0.392738
1064,1142,54.9091,-2.18074,1.10E+04,0.393023
1064,1139,54.9091,-2.18074,1.83E+04,-0.696694
1065,1115,58.0804,-0.116574,-5.47E+04,-4.32E-03
1065,1147,58.0804,-0.116574,-5.32E+04,-0.0238299
1066,1147,87.8212,0.126285,-4.22E+04,-0.0238243
1066,1148,87.8212,0.126285,-3.94E+04,-9.67E-03
1067,1148,125.68,-1.14429,-2.17E+04,-9.66E-03
1067,1149,125.68,-1.14429,-1.77E+04,-0.137919
1068,1149,176.251,0.123033,1.06E+04,-0.137997
1068,1139,176.251,0.123033,1.71E+04,0.142354
1085,1011,11.4178,-0.755667,1.19E+04,0.146138
1085,1164,11.4178,-0.755667,7.56E+03,-0.0473832
1086,1164,11.1891,-0.753587,-1.84E+04,-0.0471764
1086,1165,11.1891,-0.753587,-2.18E+04,-0.0494294
1087,1165,6.23114,0.99943,-3.02E+04,-0.049411
1087,1166,6.23114,0.99943,-2.94E+04,-0.0577484
1088,1166,-3.05609,2.46701,-1.50E+04,-0.0579442
1088,1163,-3.05609,2.46701,-1.14E+04,0.149575
1089,1171,180.156,-17.3083,1.23E+04,0.447275
1089,1172,180.156,-17.3083,7.59E+03,-0.0346474
1090,1172,138.849,-4.26908,-5.33E+03,-0.0345835
1090,1173,138.849,-4.26908,-8.79E+03,0.0732445
1091,1173,105.971,-5.08015,-1.81E+04,0.0732473
1091,1174,105.971,-5.08015,-2.06E+04,0.0212615
1092,1174,79.0327,-2.23039,-2.67E+04,0.0212988
1092,1163,79.0327,-2.23039,-2.80E+04,-0.0607601
1093,1019,13.6555,-2.09624,1.70E+04,0.555135
1093,1179,13.6555,-2.09624,7.99E+03,-0.366561
1094,1179,-26.7991,1.45093,-1.65E+04,-0.366336
1094,1180,-26.7991,1.45093,-2.19E+04,0.114068
1095,1180,-29.1005,2.02052,-2.67E+04,0.114063
1095,1181,-29.1005,2.02052,-2.51E+04,-0.353056
1096,1181,14.8781,7.05439,-8.01E+03,-0.353262
1096,1171,14.8781,7.05439,-811.786,0.449628
1113,1043,-14.3976,-0.360363,2.62E+04,0.509408
1113,1196,-14.3976,-0.360363,1.60E+04,-0.312651
1114,1196,10.9693,-0.209203,-2.79E+04,-0.312246
1114,1197,10.9693,-0.209203,-3.16E+04,0.100567
1115,1197,17.1878,0.114146,-4.01E+04,0.100502
1115,1198,17.1878,0.114146,-3.93E+04,-0.205133
1116,1198,46.187,0.495364,-1.29E+04,-0.205338
1116,1195,46.187,0.495364,-5.04E+03,0.260901
1117,1163,56.3566,-6.19842,-2.73E+04,0.0888512
1117,1203,56.3566,-6.19842,-2.50E+04,-0.0796502
1118,1203,36.669,-2.85185,-1.74E+04,-0.0796142
1118,1204,36.669,-2.85185,-1.40E+04,1.02E-03
1119,1204,19.1397,-3.53131,-3.18E+03,1.06E-03
1119,1205,19.1397,-3.53131,1.28E+03,-0.564295
1120,1205,2.90614,5.70194,1.52E+04,-0.564423
1120,1195,2.90614,5.70194,2.06E+04,1.0206
1137,1067,6.1097,-5.60E-12,1.34E+04,1.23E-13
1137,1220,6.1097,-5.60E-12,8.59E+03,2.38E-15
1138,1220,21.0081,-3.93E-12,-2.02E+04,2.53E-15
1138,1221,21.0081,-3.93E-12,-2.40E+04,1.41E-16
1139,1221,16.388,5.64E-12,-3.37E+04,8.45E-17
1139,1222,16.388,5.64E-12,-3.29E+04,9.68E-15
1140,1222,-3.87743,7.16E-12,-1.70E+04,9.62E-15
1140,1219,-3.87743,7.16E-12,-1.30E+04,2.80E-14
1141,1195,196.617,-7.58905,2.30E+04,1.2811
1141,1227,196.617,-7.58905,1.79E+04,-0.473527
1142,1227,161.944,1.87612,4.79E+03,-0.473345
1142,1228,161.944,1.87612,718.638,0.0339137
1143,1228,141.763,0.507887,-9.30E+03,0.033901
1143,1229,141.763,0.507887,-1.24E+04,-0.0729558
1144,1229,132.247,3.0793,-1.94E+04,-0.0729498
1144,1219,132.247,3.0793,-2.14E+04,-5.99E-03
1161,1091,-14.3976,0.360363,2.62E+04,-0.509408
1161,1244,-14.3976,0.360363,1.60E+04,0.312651
1162,1244,10.9693,0.209203,-2.79E+04,0.312246
1162,1245,10.9693,0.209203,-3.16E+04,-0.100567
1163,1245,17.1878,-0.114146,-4.01E+04,-0.100502
1163,1246,17.1878,-0.114146,-3.93E+04,0.205133
1164,1246,46.187,-0.495364,-1.29E+04,0.205338
1164,1243,46.187,-0.495364,-5.04E+03,-0.260901
1165,1219,132.247,-3.0793,-2.14E+04,-5.99E-03
1165,1251,132.247,-3.0793,-1.94E+04,-0.0729498
1166,1251,141.763,-0.507887,-1.24E+04,-0.0729558
1166,1252,141.763,-0.507887,-9.30E+03,0.033901
1167,1252,161.944,-1.87612,718.638,0.0339137
1167,1253,161.944,-1.87612,4.79E+03,-0.473345
1168,1253,196.617,7.58905,1.79E+04,-0.473527
1168,1243,196.617,7.58905,2.30E+04,1.2811
1185,1115,11.4178,0.755667,1.19E+04,-0.146138
1185,1268,11.4178,0.755667,7.56E+03,0.0473832
1186,1268,11.1891,0.753587,-1.84E+04,0.0471764
1186,1269,11.1891,0.753587,-2.18E+04,0.0494294
1187,1269,6.23114,-0.99943,-3.02E+04,0.049411
1187,1270,6.23114,-0.99943,-2.94E+04,0.0577484
1188,1270,-3.05609,-2.46701,-1.50E+04,0.0579442
1188,1267,-3.05609,-2.46701,-1.14E+04,-0.149575
1189,1243,2.90614,-5.70194,2.06E+04,1.0206
1189,1275,2.90614,-5.70194,1.52E+04,-0.564423
1190,1275,19.1397,3.53131,1.28E+03,-0.564295
1190,1276,19.1397,3.53131,-3.18E+03,1.06E-03
1191,1276,36.669,2.85185,-1.40E+04,1.02E-03
1191,1277,36.669,2.85185,-1.74E+04,-0.0796142
1192,1277,56.3566,6.19842,-2.50E+04,-0.0796502
1192,1267,56.3566,6.19842,-2.73E+04,0.0888512
1209,1139,13.6555,2.09624,1.70E+04,-0.555135
1209,1292,13.6555,2.09624,7.99E+03,0.366561
1210,1292,-26.7991,-1.45093,-1.65E+04,0.366336
1210,1293,-26.7991,-1.45093,-2.19E+04,-0.114068
1211,1293,-29.1005,-2.02052,-2.67E+04,-0.114063
1211,1294,-29.1005,-2.02052,-2.51E+04,0.353056
1212,1294,14.8781,-7.05439,-8.01E+03,0.353262
1212,1291,14.8781,-7.05439,-811.786,-0.449628
1213,1267,79.0327,2.23039,-2.80E+04,-0.0607601
1213,1299,79.0327,2.23039,-2.67E+04,0.0212988
1214,1299,105.971,5.08015,-2.06E+04,0.0212615
1214,1300,105.971,5.08015,-1.81E+04,0.0732473
1215,1300,138.849,4.26908,-8.79E+03,0.0732445
1215,1301,138.849,4.26908,-5.33E+03,-0.0345835
1216,1301,180.156,17.3083,7.59E+03,-0.0346474
1216,1291,180.156,17.3083,1.23E+04,0.447275
1233,1315,209.958,18.5607,1.42E+04,-0.577103
1233,1317,209.958,18.5607,9.30E+03,0.130476
1234,1317,160.964,4.72783,-4.26E+03,0.130375
1234,1318,160.964,4.72783,-7.88E+03,-0.0752339
1235,1318,123.808,5.37778,-1.78E+04,-0.0752364
1235,1319,123.808,5.37778,-2.04E+04,-0.0106795
1236,1319,94.9892,2.41954,-2.70E+04,-0.0107201
1236,1316,94.9892,2.41954,-2.85E+04,0.0675668
1237,1316,-1.84244,-2.60261,-1.15E+04,0.146443
1237,1325,-1.84244,-2.60261,-1.51E+04,-0.0540502
1238,1325,12.1186,-1.23799,-2.98E+04,-0.0538575
1238,1326,12.1186,-1.23799,-3.07E+04,-0.047578
1239,1326,16.5032,0.411695,-2.27E+04,-0.047592
1239,1327,16.5032,0.411695,-1.94E+04,-0.0433564
1240,1327,10.6809,0.539864,6.23E+03,-0.0435459
1240,1324,10.6809,0.539864,1.06E+04,0.133202
1241,1332,205.79,0.39611,2.00E+04,-0.0769645
1241,1333,205.79,0.39611,1.32E+04,0.077362
1242,1333,148.894,-1.0098,-1.62E+04,0.0773193
1242,1334,148.894,-1.0098,-2.03E+04,5.79E-03
1243,1334,107.675,0.281303,-3.88E+04,5.80E-03
1243,1335,107.675,0.281303,-4.17E+04,0.0141122
1244,1335,77.0712,0.0243605,-5.34E+04,0.0141174
1244,1324,77.0712,0.0243605,-5.50E+04,-5.56E-04
1245,1315,32.5382,-7.71101,-348.551,0.577197
1245,1340,32.5382,-7.71101,-7.69E+03,-0.41546
1246,1340,-23.6239,-2.20017,-2.54E+04,-0.4152
1246,1341,-23.6239,-2.20017,-2.72E+04,0.140387
1247,1341,-22.7462,-1.52272,-2.27E+04,0.140395
1247,1342,-22.7462,-1.52272,-1.73E+04,-0.430454
1248,1342,26.4565,2.27215,6.86E+03,-0.430727
1248,1332,26.4565,2.27215,1.58E+04,0.677698
1265,1356,35.8232,-5.70687,1.80E+04,1.22062
1265,1357,35.8232,-5.70687,1.27E+04,-0.618962
1266,1357,43.5277,3.42703,-788.566,-0.618807
1266,1358,43.5277,3.42703,-5.12E+03,9.63E-03
1267,1358,55.8965,2.82564,-1.55E+04,9.59E-03
1267,1359,55.8965,2.82564,-1.89E+04,-0.0854253
